epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,197.554,0.47157,11.824,0.77605,0.97558,0.94869,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.00109862,0.00109862,0.00109862
31,204.383,0.71036,12.5641,0.75638,1.04991,1.17854,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.00111136,0.00111136,0.00111136
32,210.541,0.67168,10.6154,0.74508,1.26608,1.13318,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.00112252,0.00112252,0.00112252
33,217.172,0.61362,11.9526,0.73335,1.10336,1.0318,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.0011321,0.0011321,0.0011321
34,223.746,0.65769,11.384,0.7668,1.12169,1.13381,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.0011288,0.0011288,0.0011288
35,230.944,0.53202,11.5795,0.76976,0.85251,1.05111,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.0011024,0.0011024,0.0011024
36,237.238,0.42154,13.3809,0.71959,1.06455,0.88322,1,0.86494,0.995,0.79054,0.66105,0.65261,0.54233,0.10455,0.50616,11.5143,0.70672,1.09144,1.00935,0.001076,0.001076,0.001076
37,243.656,0.5544,11.3832,0.71239,1.02512,0.97962,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0010496,0.0010496,0.0010496
38,249.889,0.52951,9.9133,0.70523,0.99858,1.05344,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0010232,0.0010232,0.0010232
39,256.153,0.62724,10.1135,0.69975,0.92341,1.11007,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0009968,0.0009968,0.0009968
40,262.261,0.56261,9.5716,0.70544,0.88317,1.06009,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0009704,0.0009704,0.0009704
41,268.289,0.63336,8.83213,0.6741,0.93243,1.08068,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.000944,0.000944,0.000944
42,274.377,0.57752,7.7692,0.72899,0.86886,1.06509,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0009176,0.0009176,0.0009176
43,280.378,0.66939,10.2629,0.73721,1.09615,1.26212,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0008912,0.0008912,0.0008912
44,286.696,0.61203,8.77965,0.64223,0.97374,1.37347,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0008648,0.0008648,0.0008648
45,292.732,0.6043,8.45821,0.7217,0.87203,1.10884,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0008384,0.0008384,0.0008384
46,298.531,0.45972,10.7307,0.70899,0.96623,0.94729,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.000812,0.000812,0.000812
47,304.552,0.52293,8.80426,0.70841,0.86848,1.20557,0.98389,1,0.995,0.79098,0.98389,1,0.995,0.19538,0.59156,9.861,0.73291,0.82063,1.07111,0.0007856,0.0007856,0.0007856
48,310.461,0.53205,8.49344,0.70307,0.89891,1.03089,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0007592,0.0007592,0.0007592
49,316.551,0.62739,10.6087,0.64408,1.03535,1.07934,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0007328,0.0007328,0.0007328
50,322.301,0.47739,9.01879,0.69813,0.85387,0.95619,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0007064,0.0007064,0.0007064
51,328.335,0.47929,8.43481,0.66255,0.82665,0.9944,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.00068,0.00068,0.00068
52,334.036,0.63745,8.51333,0.66648,1.10077,1.14328,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0006536,0.0006536,0.0006536
53,339.765,0.54106,10.1715,0.71887,0.84934,0.99227,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0006272,0.0006272,0.0006272
54,345.853,0.52913,8.27124,0.66525,0.80361,0.96316,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0006008,0.0006008,0.0006008
55,351.84,0.42644,8.78758,0.66554,0.79898,0.88688,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0005744,0.0005744,0.0005744
56,357.926,0.57955,7.49976,0.7102,0.80727,1.09921,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.000548,0.000548,0.000548
57,363.713,0.52066,9.86554,0.72671,0.91628,1.02943,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0005216,0.0005216,0.0005216
58,369.509,0.47235,9.10276,0.69986,0.95606,1.10756,0.99149,1,0.995,0.80526,0.49546,0.5,0.32325,0.19316,0.46768,9.66419,0.74968,0.77634,0.98533,0.0004952,0.0004952,0.0004952
59,375.468,0.4645,8.29656,0.70486,0.90216,1.01216,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0004688,0.0004688,0.0004688
60,381.557,0.46396,6.57877,0.67457,0.77544,1.01765,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0004424,0.0004424,0.0004424
61,387.306,0.37552,7.9866,0.67881,0.82813,0.89441,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.000416,0.000416,0.000416
62,392.982,0.58462,7.07395,0.65332,0.9898,1.24109,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0003896,0.0003896,0.0003896
63,398.914,0.3973,7.71129,0.63513,0.83292,0.89641,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0003632,0.0003632,0.0003632
64,404.978,0.48802,6.9948,0.67716,0.75428,0.93474,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0003368,0.0003368,0.0003368
65,411.089,0.41616,8.98074,0.66075,0.84832,0.93708,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0003104,0.0003104,0.0003104
66,417.36,0.46427,8.55905,0.6895,0.84168,1.01927,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.000284,0.000284,0.000284
67,423.269,0.4642,5.65268,0.69004,0.79297,0.96524,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0002576,0.0002576,0.0002576
68,429.213,0.53659,6.94565,0.69953,0.8593,1.07819,0.98612,1,0.995,0.88493,0.98612,1,0.995,0.43239,0.34902,8.20057,0.6754,0.70365,0.90877,0.0002312,0.0002312,0.0002312
69,435.173,0.52971,9.6373,0.66253,0.89421,1.00334,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,0.0002048,0.0002048,0.0002048
70,440.972,0.41042,7.39093,0.62883,0.60887,0.91345,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,0.0001784,0.0001784,0.0001784
71,446.967,0.45796,6.40034,0.62873,0.5715,0.96598,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,0.000152,0.000152,0.000152
72,452.739,0.51346,9.25377,0.65431,0.85453,0.96662,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,0.0001256,0.0001256,0.0001256
73,458.709,0.51968,6.25194,0.61233,0.8761,1.05201,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,9.92e-05,9.92e-05,9.92e-05
74,464.579,0.44073,5.35664,0.69033,0.61247,0.89485,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,7.28e-05,7.28e-05,7.28e-05
75,470.917,0.40695,8.02573,0.6228,0.68294,0.88629,0.99198,1,0.995,0.86422,0.99198,1,0.995,0.44659,0.33277,8.17024,0.66832,0.55737,0.89617,4.64e-05,4.64e-05,4.64e-05
