epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,190.773,1.42798,1.13574,0.15216,0.62647,1.06125,0.96972,1,0.995,0.87231,0.96972,1,0.995,0.995,1.03695,0.32383,0.0433,0.56923,1.03515,0.001868,0.001868,0.001868
22,199.975,1.36765,0.70057,0.12764,0.6289,1.06889,0.98466,1,0.995,0.86988,0.98466,1,0.995,0.995,1.26242,0.33061,0.04325,0.56819,1.07836,0.0018614,0.0018614,0.0018614
23,208.674,1.25571,0.68253,0.16697,0.61834,0.97966,0.97415,1,0.995,0.86575,0.97415,1,0.995,0.995,1.09225,0.28708,0.0422,0.57589,1.03337,0.0018548,0.0018548,0.0018548
24,217.129,1.31375,0.64019,0.15753,0.59623,0.98691,0.89718,1,0.98591,0.88405,0.89718,1,0.98591,0.98591,1.08243,0.28843,0.03858,0.52375,1.035,0.0018482,0.0018482,0.0018482
25,226.658,1.27868,0.51299,0.15212,0.58207,0.97484,0.98288,0.9,0.96167,0.819,0.98288,0.9,0.96167,0.96167,1.11907,0.22861,0.03679,0.58807,1.05478,0.0018416,0.0018416,0.0018416
26,235.066,1.26229,0.64704,0.13417,0.61147,0.9656,1,0.97637,0.995,0.8714,1,0.97637,0.995,0.995,1.17892,0.26079,0.03268,0.7111,1.04606,0.001835,0.001835,0.001835
27,243.381,1.23585,0.44008,0.10187,0.54247,0.94381,0.99435,1,0.995,0.8379,0.99435,1,0.995,0.995,1.23327,0.30274,0.03217,0.80567,1.06125,0.0018284,0.0018284,0.0018284
28,252.103,1.22421,1.08101,0.08989,0.56544,1.00015,0.89359,1,0.98591,0.86558,0.89359,1,0.98591,0.98591,1.18339,0.37683,0.02773,0.93906,1.03682,0.0018218,0.0018218,0.0018218
29,260.41,1.14024,0.65435,0.14871,0.53424,0.98616,0.88585,1,0.98591,0.82982,0.88585,1,0.98591,0.98591,1.17104,0.27338,0.02662,0.62531,1.04248,0.0018152,0.0018152,0.0018152
30,269.196,1.30214,0.34677,0.14254,0.54448,1.01868,0.99298,1,0.995,0.8648,0.99298,1,0.995,0.995,1.15375,0.1743,0.02463,0.49904,1.05697,0.0018086,0.0018086,0.0018086
31,277.798,1.24261,0.55078,0.16751,0.53011,0.97445,0.9932,1,0.995,0.91215,0.9932,1,0.995,0.995,1.00491,0.15886,0.02547,0.41677,1.00408,0.001802,0.001802,0.001802
32,286.81,1.22617,0.63064,0.24015,0.53971,0.98715,0.98648,1,0.995,0.86295,0.98648,1,0.995,0.995,1.13439,0.17424,0.02839,0.50928,1.05758,0.0017954,0.0017954,0.0017954
33,295.42,1.19222,0.30674,0.14779,0.50395,0.96843,0.99051,1,0.995,0.9135,0.99051,1,0.995,0.995,1.02748,0.15138,0.02704,0.41257,0.99804,0.0017888,0.0017888,0.0017888
34,304.616,1.26462,0.52744,0.17792,0.54533,0.99918,0.99464,1,0.995,0.88373,0.99464,1,0.995,0.995,1.14276,0.22011,0.02814,0.43894,1.03237,0.0017822,0.0017822,0.0017822
35,313.15,1.12784,0.77138,0.07377,0.50027,0.9787,0.99018,1,0.995,0.86221,0.99018,1,0.995,0.995,1.00824,0.19246,0.02785,0.40487,1.01668,0.0017756,0.0017756,0.0017756
36,321.935,1.1039,0.50698,0.11852,0.46446,0.95014,0.98813,1,0.995,0.89255,0.98813,1,0.995,0.995,0.96612,0.15408,0.02641,0.36447,0.97629,0.001769,0.001769,0.001769
37,330.448,1.11652,1.2703,0.15427,0.50032,0.98032,0.9858,1,0.995,0.85611,0.9858,1,0.995,0.995,1.03005,0.23181,0.02522,0.42121,1.00489,0.0017624,0.0017624,0.0017624
38,339.585,1.10719,0.73444,0.14148,0.48819,0.92098,0.97439,0.9,0.98591,0.87637,0.97439,0.9,0.98591,0.98591,1.01175,0.16196,0.02626,0.41448,0.99881,0.0017558,0.0017558,0.0017558
39,349.556,1.09971,0.71086,0.17219,0.46194,0.93117,0.96409,0.9,0.97833,0.86959,0.96409,0.9,0.97833,0.97833,0.97946,0.16298,0.02817,0.41643,1.00408,0.0017492,0.0017492,0.0017492
40,361.228,1.0649,0.47451,0.16909,0.45462,0.94414,0.92658,0.9,0.97192,0.89082,0.92658,0.9,0.97192,0.97192,0.8266,0.16796,0.0254,0.39482,0.96278,0.0017426,0.0017426,0.0017426
41,372.114,1.06385,0.51741,0.12954,0.42252,0.93697,0.89285,0.83564,0.95643,0.86159,0.89285,0.83564,0.95643,0.95643,0.85038,0.19614,0.02925,0.42144,0.95749,0.001736,0.001736,0.001736
42,381.525,1.03676,0.5488,0.11958,0.45594,0.91103,0.89614,0.9,0.97192,0.85148,0.89614,0.9,0.97192,0.97192,0.93036,0.13611,0.02704,0.43749,0.96738,0.0017294,0.0017294,0.0017294
43,390.782,0.94903,0.35668,0.12989,0.41811,0.91931,0.97596,0.9,0.97833,0.8684,0.97596,0.9,0.97833,0.97833,0.93001,0.15516,0.02922,0.3888,0.99105,0.0017228,0.0017228,0.0017228
44,399.952,1.04489,0.52327,0.14195,0.43119,0.93818,1,0.99242,0.995,0.88967,1,0.99242,0.995,0.995,0.99826,0.14331,0.02864,0.42671,0.98692,0.0017162,0.0017162,0.0017162
45,409.076,1.11413,0.55063,0.1894,0.45188,0.94258,1,0.99365,0.995,0.87745,1,0.99365,0.995,0.995,1.10492,0.18104,0.02852,0.48198,1.02218,0.0017096,0.0017096,0.0017096
46,418.337,1.05453,0.36102,0.09069,0.44365,0.95158,1,0.99864,0.995,0.87504,1,0.99864,0.995,0.995,1.00916,0.1812,0.02822,0.39738,0.98057,0.001703,0.001703,0.001703
47,428.354,1.04164,0.72261,0.18768,0.45532,0.96357,1,0.99623,0.995,0.89832,1,0.99623,0.995,0.995,0.94059,0.15594,0.02933,0.35826,0.97442,0.0016964,0.0016964,0.0016964
48,438.257,0.97518,0.34077,0.07264,0.46073,0.90613,0.907,1,0.98591,0.90901,0.907,1,0.98591,0.98591,0.8947,0.21391,0.03117,0.3989,0.97766,0.0016898,0.0016898,0.0016898
49,447.776,1.01284,0.36263,0.10813,0.4166,0.9317,1,0.99377,0.995,0.89851,1,0.99377,0.995,0.995,0.81642,0.14776,0.02732,0.36072,0.95235,0.0016832,0.0016832,0.0016832
50,457.509,0.97919,0.60311,0.17345,0.42381,0.88565,1,0.98717,0.995,0.89735,1,0.98717,0.995,0.995,1.08043,0.18156,0.0295,0.38474,1.02955,0.0016766,0.0016766,0.0016766
51,466.906,1.00149,0.29857,0.14403,0.40194,0.9097,1,0.99057,0.995,0.89895,1,0.99057,0.995,0.995,1.08261,0.16808,0.03015,0.39266,1.02357,0.00167,0.00167,0.00167
52,476.937,1.04732,0.57197,0.11333,0.48922,0.93569,0.90097,1,0.98591,0.90802,0.90097,1,0.98591,0.98591,0.97439,0.15049,0.02915,0.37815,0.9719,0.0016634,0.0016634,0.0016634
53,486.748,1.00045,0.37698,0.14636,0.44943,0.91891,1,0.99657,0.995,0.9061,1,0.99657,0.995,0.995,1.09438,0.17695,0.02719,0.35133,1.00332,0.0016568,0.0016568,0.0016568
54,496.474,0.94907,0.77122,0.18465,0.47873,0.90426,0.99401,1,0.995,0.86515,0.99401,1,0.995,0.995,1.13029,0.15638,0.02833,0.38733,1.01931,0.0016502,0.0016502,0.0016502
55,506.149,1.03408,0.82501,0.20759,0.46096,0.91896,0.99218,1,0.995,0.8491,0.99218,1,0.995,0.995,1.06895,0.12293,0.02829,0.37439,0.98784,0.0016436,0.0016436,0.0016436
56,515.77,1.04278,0.74115,0.18958,0.44854,0.9059,0.99284,1,0.995,0.92207,0.99284,1,0.995,0.995,0.98669,0.12546,0.02754,0.3988,0.98395,0.001637,0.001637,0.001637
57,526.426,0.9095,0.35895,0.11707,0.48054,0.90449,0.99462,1,0.995,0.883,0.99462,1,0.995,0.995,0.94877,0.12113,0.02909,0.34585,0.97881,0.0016304,0.0016304,0.0016304
58,537.216,0.97194,0.49912,0.14595,0.41707,0.89119,0.99372,1,0.995,0.90772,0.99372,1,0.995,0.995,0.94526,0.19013,0.03313,0.41739,0.9639,0.0016238,0.0016238,0.0016238
59,548.564,1.01733,0.688,0.15347,0.49105,0.91506,0.99131,1,0.995,0.85873,0.99131,1,0.995,0.995,1.03362,0.21948,0.03069,0.38775,0.99074,0.0016172,0.0016172,0.0016172
60,559.428,0.88829,0.66761,0.13014,0.40804,0.91127,0.99382,1,0.995,0.92871,0.99382,1,0.995,0.995,0.86663,0.1654,0.02915,0.32067,0.94275,0.0016106,0.0016106,0.0016106
61,570.69,0.92387,0.66423,0.1184,0.43593,0.92372,0.99381,1,0.995,0.91433,0.99381,1,0.995,0.995,0.79964,0.16699,0.03207,0.35775,0.95561,0.001604,0.001604,0.001604
62,581.16,0.9602,0.73553,0.13856,0.40343,0.91306,0.99365,1,0.995,0.92791,0.99365,1,0.995,0.995,0.77339,0.25195,0.03342,0.36708,0.95631,0.0015974,0.0015974,0.0015974
63,591.777,0.9115,0.42751,0.09837,0.41787,0.88654,0.99334,1,0.995,0.91017,0.99334,1,0.995,0.995,0.78407,0.15498,0.03088,0.35663,0.94306,0.0015908,0.0015908,0.0015908
64,601.851,0.86998,0.5288,0.09512,0.42567,0.86772,0.98165,1,0.995,0.867,0.98165,1,0.995,0.995,0.9338,0.197,0.03024,0.39618,0.96057,0.0015842,0.0015842,0.0015842
65,612.064,0.94352,0.54839,0.11263,0.42257,0.89065,0.98812,1,0.995,0.89307,0.98812,1,0.995,0.995,0.87642,0.15041,0.02774,0.34274,0.94954,0.0015776,0.0015776,0.0015776
66,621.775,0.90076,0.55651,0.18825,0.39589,0.91113,0.98953,1,0.995,0.91612,0.98953,1,0.995,0.995,0.81881,0.11986,0.02898,0.30928,0.95048,0.001571,0.001571,0.001571
67,631.792,0.88956,0.43248,0.14839,0.38221,0.89738,0.99111,1,0.995,0.88069,0.99111,1,0.995,0.995,0.88103,0.12462,0.02958,0.32876,0.9622,0.0015644,0.0015644,0.0015644
68,641.554,0.91266,0.70862,0.09509,0.39398,0.89533,0.98023,1,0.995,0.93227,0.98023,1,0.995,0.995,0.89791,0.19114,0.02764,0.35123,0.96228,0.0015578,0.0015578,0.0015578
69,651.942,0.89737,0.40668,0.18004,0.38446,0.89674,0.97791,1,0.995,0.88258,0.97791,1,0.995,0.995,0.93672,0.19795,0.02955,0.42473,0.99275,0.0015512,0.0015512,0.0015512
70,661.749,0.91714,0.62447,0.13814,0.45524,0.89356,0.96986,1,0.995,0.92723,0.96986,1,0.995,0.995,0.91839,0.1624,0.02761,0.3788,0.94489,0.0015446,0.0015446,0.0015446
71,673.027,0.95593,0.31849,0.20679,0.38067,0.91305,0.96909,1,0.995,0.91801,0.96909,1,0.995,0.995,0.92545,0.17825,0.02739,0.3578,0.96082,0.001538,0.001538,0.001538
72,683.409,0.87768,0.32267,0.15818,0.39132,0.87495,0.97074,1,0.995,0.86893,0.97074,1,0.995,0.995,0.98564,0.12673,0.03045,0.38344,0.96868,0.0015314,0.0015314,0.0015314
73,693.51,0.89988,0.35794,0.09685,0.39027,0.86835,0.9751,1,0.995,0.92744,0.9751,1,0.995,0.995,0.82587,0.10918,0.02853,0.33369,0.94427,0.0015248,0.0015248,0.0015248
74,704.106,0.93959,0.41294,0.15347,0.39257,0.86887,0.96473,0.9,0.97833,0.88113,0.96473,0.9,0.97833,0.97833,0.71395,0.13058,0.0315,0.39736,0.92845,0.0015182,0.0015182,0.0015182
75,714.921,0.90173,0.38559,0.14413,0.38555,0.88167,0.92602,0.9,0.98591,0.89731,0.92602,0.9,0.98591,0.98591,0.8696,0.1284,0.03177,0.3872,0.94141,0.0015116,0.0015116,0.0015116
76,725.548,0.86697,0.24195,0.12766,0.37166,0.8913,0.98168,1,0.995,0.89979,0.98168,1,0.995,0.995,0.76244,0.13265,0.03338,0.33301,0.92907,0.001505,0.001505,0.001505
77,735.789,0.92803,0.14766,0.10594,0.36848,0.88044,0.99297,1,0.995,0.92666,0.99297,1,0.995,0.995,0.89117,0.09234,0.03249,0.31386,0.94936,0.0014984,0.0014984,0.0014984
78,746.227,0.89641,0.29977,0.10458,0.39555,0.9137,0.98169,1,0.995,0.921,0.98169,1,0.995,0.995,0.93647,0.07778,0.03116,0.34186,0.97615,0.0014918,0.0014918,0.0014918
79,757.446,0.86547,0.33718,0.16039,0.38856,0.89663,0.98735,1,0.995,0.91438,0.98735,1,0.995,0.995,0.86286,0.09091,0.03121,0.33378,0.95132,0.0014852,0.0014852,0.0014852
80,768.219,0.84216,0.23288,0.17486,0.35126,0.88896,0.98635,1,0.995,0.92475,0.98635,1,0.995,0.995,0.79526,0.12758,0.03319,0.32946,0.93542,0.0014786,0.0014786,0.0014786
81,778.947,0.79116,0.22697,0.09081,0.36047,0.85298,0.98957,1,0.995,0.94579,0.98957,1,0.995,0.995,0.81121,0.10808,0.03555,0.30254,0.9345,0.001472,0.001472,0.001472
82,790.588,0.8327,0.25762,0.11216,0.35126,0.89176,0.99267,1,0.995,0.89525,0.99267,1,0.995,0.995,0.8965,0.13138,0.03595,0.33887,0.97883,0.0014654,0.0014654,0.0014654
83,801.935,0.91797,0.35646,0.23694,0.38764,0.88921,0.99293,1,0.995,0.87733,0.99293,1,0.995,0.995,0.92996,0.10769,0.03538,0.32166,0.99081,0.0014588,0.0014588,0.0014588
84,812.397,0.77796,0.18305,0.09401,0.34634,0.85568,0.9929,1,0.995,0.91297,0.9929,1,0.995,0.995,0.90131,0.12561,0.03416,0.27834,0.94467,0.0014522,0.0014522,0.0014522
85,823.133,0.81122,0.42764,0.09806,0.3816,0.85611,0.99292,1,0.995,0.90423,0.99292,1,0.995,0.995,0.82256,0.1184,0.03508,0.26163,0.93554,0.0014456,0.0014456,0.0014456
86,833.837,0.82522,0.24778,0.1216,0.35208,0.86566,0.99245,1,0.995,0.90388,0.99245,1,0.995,0.995,0.8573,0.09292,0.03301,0.28755,0.93698,0.001439,0.001439,0.001439
87,844.823,0.83625,0.19648,0.13484,0.32396,0.86168,0.99267,1,0.995,0.9001,0.99267,1,0.995,0.995,0.87212,0.09422,0.0322,0.28794,0.93416,0.0014324,0.0014324,0.0014324
88,856.137,0.85688,0.17747,0.13147,0.33967,0.88073,0.99426,1,0.995,0.93673,0.99426,1,0.995,0.995,0.81567,0.09518,0.03123,0.31843,0.9327,0.0014258,0.0014258,0.0014258
89,867.051,0.80406,0.14385,0.15295,0.34297,0.87391,0.99529,1,0.995,0.91712,0.99529,1,0.995,0.995,0.83207,0.09817,0.03024,0.35238,0.94159,0.0014192,0.0014192,0.0014192
90,877.831,0.86092,0.14861,0.11116,0.36648,0.89125,0.99527,1,0.995,0.90424,0.99527,1,0.995,0.995,0.87431,0.09889,0.0303,0.31311,0.96264,0.0014126,0.0014126,0.0014126
91,888.807,0.82572,0.17078,0.13754,0.32787,0.85884,0.99461,1,0.995,0.93295,0.99461,1,0.995,0.995,0.91149,0.09984,0.03131,0.28949,0.95759,0.001406,0.001406,0.001406
92,899.593,0.76904,0.14637,0.08938,0.35191,0.88168,0.99456,1,0.995,0.91597,0.99456,1,0.995,0.995,0.76275,0.11984,0.03124,0.30814,0.93971,0.0013994,0.0013994,0.0013994
93,909.666,0.78257,0.2086,0.15485,0.32714,0.88006,0.99389,1,0.995,0.8764,0.99389,1,0.995,0.98627,0.79867,0.13136,0.03072,0.28958,0.94085,0.0013928,0.0013928,0.0013928
94,920.25,0.76821,0.23874,0.14675,0.33892,0.84883,0.99496,1,0.995,0.88347,0.99496,1,0.995,0.995,0.87613,0.13875,0.03175,0.343,0.94524,0.0013862,0.0013862,0.0013862
95,930.877,0.82713,0.13573,0.0889,0.34925,0.88278,0.9949,1,0.995,0.90988,0.9949,1,0.995,0.97809,0.83199,0.13541,0.03163,0.31839,0.94131,0.0013796,0.0013796,0.0013796
96,944.002,0.825,0.47646,0.14668,0.35549,0.86834,0.99524,1,0.995,0.90654,0.99524,1,0.995,0.995,0.86827,0.13957,0.03023,0.32266,0.96324,0.001373,0.001373,0.001373
97,955.347,0.75354,0.16565,0.08066,0.3154,0.85458,0.99358,1,0.995,0.93866,0.99358,1,0.995,0.995,0.85436,0.12564,0.0301,0.31972,0.93617,0.0013664,0.0013664,0.0013664
98,966.302,0.75208,0.17882,0.10198,0.32593,0.83333,1,0.97916,0.995,0.89541,1,0.97916,0.995,0.995,0.98811,0.10834,0.02881,0.35432,0.9855,0.0013598,0.0013598,0.0013598
99,977.525,0.79056,0.41803,0.14064,0.33576,0.87075,0.89896,1,0.98591,0.88905,0.89896,1,0.98591,0.98591,0.94596,0.13403,0.02721,0.3334,0.97671,0.0013532,0.0013532,0.0013532
100,988.482,0.75768,0.22433,0.11346,0.31468,0.8747,0.88265,1,0.98591,0.90961,0.88265,1,0.98591,0.98591,0.86452,0.1064,0.02615,0.35953,0.95157,0.0013466,0.0013466,0.0013466
101,998.763,0.75467,0.25572,0.09743,0.32796,0.85586,1,0.97654,0.995,0.90759,1,0.97654,0.995,0.995,0.86432,0.07613,0.02644,0.32874,0.94854,0.00134,0.00134,0.00134
102,1009.12,0.71639,0.13665,0.09288,0.31567,0.84809,0.99118,1,0.995,0.90506,0.99118,1,0.995,0.995,0.87936,0.09247,0.02538,0.27529,0.93854,0.0013334,0.0013334,0.0013334
103,1019.62,0.72658,0.22559,0.12192,0.31659,0.85272,0.99233,1,0.995,0.88159,0.99233,1,0.995,0.995,0.83051,0.08842,0.02508,0.28679,0.93792,0.0013268,0.0013268,0.0013268
104,1029.89,0.70957,0.13401,0.1577,0.30411,0.86841,0.99307,1,0.995,0.90534,0.99307,1,0.995,0.995,0.8582,0.13852,0.02441,0.29294,0.94799,0.0013202,0.0013202,0.0013202
105,1040.24,0.7284,0.13929,0.05539,0.29009,0.85451,0.99068,1,0.995,0.91364,0.99068,1,0.995,0.995,0.83103,0.10792,0.02305,0.3272,0.93513,0.0013136,0.0013136,0.0013136
106,1053.11,0.67053,0.17362,0.04439,0.29696,0.83851,0.99404,1,0.995,0.93495,0.99404,1,0.995,0.995,0.77673,0.08279,0.02333,0.33609,0.93197,0.001307,0.001307,0.001307
107,1064.46,0.7182,0.13264,0.0946,0.31802,0.86353,0.99393,1,0.995,0.93052,0.99393,1,0.995,0.995,0.77593,0.09733,0.02328,0.3165,0.93326,0.0013004,0.0013004,0.0013004
108,1076.97,0.75529,0.18642,0.0704,0.31104,0.85595,0.99335,1,0.995,0.90793,0.99335,1,0.995,0.995,0.90216,0.14022,0.02199,0.2967,0.94464,0.0012938,0.0012938,0.0012938
109,1087.66,0.69355,0.47181,0.14882,0.29242,0.84726,0.99214,1,0.995,0.90968,0.99214,1,0.995,0.995,0.92295,0.07697,0.02103,0.28137,0.95186,0.0012872,0.0012872,0.0012872
110,1098.43,0.65703,0.169,0.07436,0.29132,0.85793,0.99268,1,0.995,0.91384,0.99268,1,0.995,0.995,0.85831,0.11913,0.02016,0.29416,0.95254,0.0012806,0.0012806,0.0012806
111,1109.35,0.70898,0.3506,0.10607,0.30168,0.86986,0.9903,1,0.995,0.92709,0.9903,1,0.995,0.995,0.79723,0.12637,0.02024,0.2885,0.93888,0.001274,0.001274,0.001274
112,1119.7,0.70155,0.26758,0.11526,0.3079,0.85575,0.99386,1,0.995,0.91422,0.99386,1,0.995,0.995,0.90172,0.11164,0.02206,0.30418,0.9376,0.0012674,0.0012674,0.0012674
113,1130.09,0.71418,0.14755,0.12343,0.29682,0.83605,0.99387,1,0.995,0.92671,0.99387,1,0.995,0.995,0.91489,0.11285,0.02194,0.30218,0.98816,0.0012608,0.0012608,0.0012608
114,1141.37,0.68769,0.09731,0.0628,0.29625,0.85531,0.99118,1,0.995,0.93608,0.99118,1,0.995,0.995,0.81574,0.08812,0.02147,0.26589,0.94274,0.0012542,0.0012542,0.0012542
115,1151.78,0.68628,0.14733,0.1489,0.30734,0.82767,0.9899,1,0.995,0.90933,0.9899,1,0.995,0.995,0.78904,0.08298,0.02173,0.27513,0.93855,0.0012476,0.0012476,0.0012476
116,1162.23,0.69118,0.09206,0.09654,0.28862,0.86292,0.99334,1,0.995,0.89434,0.99334,1,0.995,0.995,0.85092,0.08644,0.02238,0.25075,0.98045,0.001241,0.001241,0.001241
117,1177.19,0.64014,0.0926,0.10867,0.28228,0.83561,0.99372,1,0.995,0.92507,0.99372,1,0.995,0.995,0.95233,0.09621,0.02157,0.29888,0.95757,0.0012344,0.0012344,0.0012344
118,1189.27,0.64231,0.09074,0.09695,0.27447,0.82599,0.99419,1,0.995,0.93334,0.99419,1,0.995,0.995,0.8471,0.09282,0.0217,0.28495,0.9496,0.0012278,0.0012278,0.0012278
119,1201.19,0.71887,0.39195,0.10788,0.34825,0.83845,0.99367,1,0.995,0.93783,0.99367,1,0.995,0.995,0.80046,0.08215,0.0217,0.25541,0.94017,0.0012212,0.0012212,0.0012212
120,1211.8,0.70895,0.2559,0.11143,0.29953,0.82462,0.98779,1,0.995,0.9196,0.98779,1,0.995,0.995,0.81482,0.09265,0.02224,0.3044,0.92935,0.0012146,0.0012146,0.0012146
121,1223.78,0.66592,0.14353,0.06678,0.28448,0.84423,0.99004,1,0.995,0.93546,0.99004,1,0.995,0.995,0.78435,0.09391,0.02194,0.32824,0.92256,0.001208,0.001208,0.001208
122,1235.95,0.68262,0.13883,0.14051,0.30933,0.84278,0.99319,1,0.995,0.92312,0.99319,1,0.995,0.995,0.8586,0.09001,0.02148,0.31628,0.94913,0.0012014,0.0012014,0.0012014
123,1247.59,0.69443,0.37944,0.09962,0.32906,0.85182,0.99186,1,0.995,0.92478,0.99186,1,0.995,0.995,0.78909,0.0855,0.02176,0.27221,0.92484,0.0011948,0.0011948,0.0011948
124,1260.04,0.72979,0.33667,0.07602,0.32565,0.83145,0.99291,1,0.995,0.90877,0.99291,1,0.995,0.995,0.77783,0.09931,0.02236,0.303,0.92,0.0011882,0.0011882,0.0011882
125,1271.94,0.68728,0.14197,0.09584,0.30637,0.84182,0.98783,1,0.995,0.88607,0.98783,1,0.995,0.995,0.77257,0.10092,0.0212,0.3025,0.92972,0.0011816,0.0011816,0.0011816
126,1283.33,0.71935,0.52503,0.09181,0.33514,0.85216,0.98534,1,0.995,0.94732,0.98534,1,0.995,0.995,0.87964,0.09087,0.01935,0.34775,0.94976,0.001175,0.001175,0.001175
127,1295.7,0.70779,0.29837,0.16059,0.30818,0.87785,0.98654,1,0.995,0.94381,0.98654,1,0.995,0.995,0.8632,0.08375,0.01987,0.31175,0.94093,0.0011684,0.0011684,0.0011684
128,1307.24,0.68089,0.15009,0.12247,0.29726,0.85918,0.993,1,0.995,0.93475,0.993,1,0.995,0.995,0.72681,0.08528,0.02276,0.30046,0.92353,0.0011618,0.0011618,0.0011618
