epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,1318.08,0.66961,0.21803,0.12845,0.29034,0.85305,0.99432,1,0.995,0.94785,0.99432,1,0.995,0.995,0.76732,0.08985,0.02385,0.30558,0.93377,0.0011552,0.0011552,0.0011552
130,1330.6,0.67272,0.17569,0.08002,0.28596,0.83582,0.99477,1,0.995,0.92865,0.99477,1,0.995,0.995,0.86427,0.08887,0.02547,0.31241,0.93431,0.0011486,0.0011486,0.0011486
131,1342.45,0.68923,0.16427,0.12336,0.29122,0.84457,0.9946,1,0.995,0.94791,0.9946,1,0.995,0.995,0.85185,0.08595,0.02532,0.31814,0.93581,0.001142,0.001142,0.001142
132,1355.11,0.6454,0.30745,0.11518,0.31115,0.83216,0.99484,1,0.995,0.91918,0.99484,1,0.995,0.995,0.83592,0.09138,0.02608,0.29848,0.94578,0.0011354,0.0011354,0.0011354
133,1366.74,0.63288,0.24567,0.08524,0.2957,0.83941,0.99478,1,0.995,0.9105,0.99478,1,0.995,0.995,0.80208,0.09761,0.02896,0.3032,0.92498,0.0011288,0.0011288,0.0011288
134,1379.81,0.6182,0.17075,0.08898,0.26951,0.83694,0.99462,1,0.995,0.90285,0.99462,1,0.995,0.995,0.78724,0.0873,0.02857,0.2725,0.93385,0.0011222,0.0011222,0.0011222
135,1390.94,0.59402,0.27848,0.07662,0.26973,0.83597,0.99467,1,0.995,0.9109,0.99467,1,0.995,0.995,0.85023,0.09019,0.02797,0.22807,0.94986,0.0011156,0.0011156,0.0011156
136,1402.21,0.62577,0.15746,0.07922,0.27028,0.85693,0.99449,1,0.995,0.93108,0.99449,1,0.995,0.995,0.84635,0.09886,0.02425,0.26379,0.94166,0.001109,0.001109,0.001109
137,1414.3,0.58149,0.10551,0.0554,0.25928,0.81091,0.99348,1,0.995,0.91881,0.99348,1,0.995,0.995,0.80843,0.08762,0.0233,0.25538,0.93531,0.0011024,0.0011024,0.0011024
138,1426.5,0.62233,0.19892,0.11274,0.29982,0.82567,0.99227,1,0.995,0.9208,0.99227,1,0.995,0.995,0.85423,0.08839,0.02092,0.28734,0.93981,0.0010958,0.0010958,0.0010958
139,1438.17,0.58291,0.14758,0.11896,0.25899,0.83911,0.99269,1,0.995,0.91986,0.99269,1,0.995,0.995,0.90336,0.07022,0.02005,0.27306,0.9557,0.0010892,0.0010892,0.0010892
140,1449.71,0.61028,0.18316,0.09115,0.28244,0.85739,0.99406,1,0.995,0.91957,0.99406,1,0.995,0.995,0.90795,0.07818,0.02047,0.27979,0.95919,0.0010826,0.0010826,0.0010826
141,1460.75,0.61547,0.44241,0.07544,0.26881,0.82979,0.99342,1,0.995,0.89693,0.99342,1,0.995,0.995,0.82533,0.09327,0.0182,0.2842,0.93991,0.001076,0.001076,0.001076
142,1473.26,0.54673,0.19423,0.09596,0.25367,0.81889,1,0.98544,0.995,0.90994,1,0.98544,0.995,0.995,0.82107,0.07284,0.01712,0.32765,0.93752,0.0010694,0.0010694,0.0010694
143,1484.7,0.60489,0.1815,0.11216,0.26807,0.81678,0.89932,1,0.98591,0.88619,0.89932,1,0.98591,0.98591,0.82072,0.07872,0.01742,0.31829,0.9381,0.0010628,0.0010628,0.0010628
144,1495.93,0.55803,0.0998,0.10219,0.27109,0.81999,0.90044,1,0.98591,0.89971,0.90044,1,0.98591,0.98591,0.81885,0.07917,0.01886,0.3097,0.93284,0.0010562,0.0010562,0.0010562
145,1507.36,0.55547,0.09638,0.10854,0.24692,0.85261,0.99817,1,0.995,0.95829,0.99817,1,0.995,0.995,0.73145,0.07353,0.01867,0.26907,0.91844,0.0010496,0.0010496,0.0010496
146,1519.7,0.63388,0.22727,0.13354,0.28368,0.84208,0.99242,1,0.995,0.94244,0.99242,1,0.995,0.995,0.71312,0.06859,0.01855,0.24346,0.92119,0.001043,0.001043,0.001043
147,1531.63,0.64435,0.09813,0.0772,0.26466,0.81878,0.99199,1,0.995,0.90742,0.99199,1,0.995,0.995,0.71331,0.06711,0.01924,0.25772,0.92003,0.0010364,0.0010364,0.0010364
148,1542.68,0.59074,0.0874,0.08878,0.25736,0.8186,1,0.99393,0.995,0.88321,1,0.99393,0.995,0.995,0.80129,0.07428,0.02053,0.29448,0.92683,0.0010298,0.0010298,0.0010298
149,1554.5,0.61824,0.21341,0.10255,0.27748,0.82905,1,0.98535,0.995,0.89229,1,0.98535,0.995,0.995,0.76965,0.07497,0.02076,0.31789,0.92914,0.0010232,0.0010232,0.0010232
150,1566.13,0.575,0.0935,0.076,0.26816,0.80727,0.99303,1,0.995,0.9303,0.99303,1,0.995,0.995,0.69039,0.07365,0.02125,0.26392,0.9053,0.0010166,0.0010166,0.0010166
151,1578.2,0.5509,0.09504,0.05905,0.25062,0.81525,0.99088,1,0.995,0.93283,0.99088,1,0.995,0.995,0.68399,0.07022,0.02077,0.27559,0.90655,0.00101,0.00101,0.00101
152,1590.07,0.65875,0.13201,0.09105,0.28259,0.86864,0.99167,1,0.995,0.89955,0.99167,1,0.995,0.995,0.73315,0.06819,0.0194,0.27955,0.92185,0.0010034,0.0010034,0.0010034
153,1602.64,0.6164,0.17323,0.06764,0.27904,0.8324,0.99443,1,0.995,0.9321,0.99443,1,0.995,0.995,0.76429,0.06645,0.01871,0.25957,0.92148,0.0009968,0.0009968,0.0009968
154,1614.48,0.53745,0.09235,0.08423,0.2537,0.8205,0.99501,1,0.995,0.93487,0.99501,1,0.995,0.995,0.82677,0.08034,0.01709,0.28692,0.9288,0.0009902,0.0009902,0.0009902
155,1625.11,0.60699,0.23449,0.09004,0.26945,0.8089,0.9952,1,0.995,0.9372,0.9952,1,0.995,0.995,0.83748,0.07855,0.01629,0.29616,0.93487,0.0009836,0.0009836,0.0009836
156,1636.07,0.59069,0.15026,0.09338,0.27366,0.82483,0.99521,1,0.995,0.92264,0.99521,1,0.995,0.995,0.81178,0.08149,0.0149,0.28292,0.92915,0.000977,0.000977,0.000977
157,1646.64,0.55795,0.09671,0.08946,0.24764,0.83286,0.9952,1,0.995,0.9127,0.9952,1,0.995,0.995,0.79875,0.08075,0.01502,0.28509,0.92022,0.0009704,0.0009704,0.0009704
158,1657.16,0.58519,0.09517,0.08728,0.26003,0.83625,0.99559,1,0.995,0.9217,0.99559,1,0.995,0.995,0.7974,0.07516,0.01543,0.27012,0.92668,0.0009638,0.0009638,0.0009638
159,1668.12,0.5648,0.1066,0.08142,0.26973,0.81545,0.99557,1,0.995,0.91819,0.99557,1,0.995,0.995,0.80943,0.07317,0.01557,0.26866,0.92729,0.0009572,0.0009572,0.0009572
160,1679.94,0.56205,0.10111,0.06082,0.2419,0.81741,0.99468,1,0.995,0.92146,0.99468,1,0.995,0.995,0.71489,0.07932,0.01515,0.2734,0.91156,0.0009506,0.0009506,0.0009506
161,1692.83,0.55408,0.14564,0.10043,0.25632,0.84465,0.99172,1,0.995,0.93249,0.99172,1,0.995,0.995,0.74505,0.07487,0.01601,0.27518,0.91916,0.000944,0.000944,0.000944
162,1704.55,0.54338,0.28706,0.07714,0.25979,0.82719,0.99175,1,0.995,0.92336,0.99175,1,0.995,0.995,0.84573,0.08025,0.0162,0.31063,0.93118,0.0009374,0.0009374,0.0009374
163,1716.88,0.60717,0.38583,0.06424,0.33413,0.83729,0.99733,1,0.995,0.91617,0.99733,1,0.995,0.995,0.85356,0.07349,0.01581,0.30854,0.93421,0.0009308,0.0009308,0.0009308
164,1730.93,0.52062,0.08797,0.15484,0.24576,0.82434,1,0.99814,0.995,0.92581,1,0.99814,0.995,0.995,0.83115,0.07378,0.01569,0.31094,0.92922,0.0009242,0.0009242,0.0009242
165,1743.58,0.55881,0.21779,0.0538,0.25025,0.79651,0.99497,1,0.995,0.91024,0.99497,1,0.995,0.995,0.78931,0.08405,0.01545,0.27177,0.92819,0.0009176,0.0009176,0.0009176
166,1755.26,0.51166,0.08861,0.05812,0.2347,0.80592,0.9919,1,0.995,0.91984,0.9919,1,0.995,0.995,0.77378,0.08543,0.0157,0.24999,0.92287,0.000911,0.000911,0.000911
167,1767.52,0.54819,0.07259,0.0558,0.24142,0.83981,0.99457,1,0.995,0.93263,0.99457,1,0.995,0.995,0.82339,0.08658,0.01552,0.26744,0.92801,0.0009044,0.0009044,0.0009044
168,1779.34,0.52956,0.2055,0.05013,0.2411,0.83948,0.99222,1,0.995,0.91039,0.99222,1,0.995,0.995,0.8199,0.08477,0.01478,0.27239,0.93099,0.0008978,0.0008978,0.0008978
169,1791.25,0.54922,0.15705,0.08574,0.24513,0.83691,0.9911,1,0.995,0.91943,0.9911,1,0.995,0.995,0.7895,0.08734,0.01457,0.25015,0.92168,0.0008912,0.0008912,0.0008912
170,1802.99,0.55766,0.12658,0.06756,0.25902,0.82961,0.9954,1,0.995,0.92463,0.9954,1,0.995,0.995,0.80996,0.08335,0.0143,0.28257,0.91891,0.0008846,0.0008846,0.0008846
171,1814.12,0.56431,0.12308,0.07135,0.24831,0.82872,1,0.98233,0.995,0.93371,1,0.98233,0.995,0.995,0.79644,0.07916,0.014,0.25795,0.92808,0.000878,0.000878,0.000878
172,1824.7,0.54521,0.08975,0.11824,0.25328,0.79775,0.89976,1,0.98591,0.91534,0.89976,1,0.98591,0.98591,0.85912,0.09487,0.01373,0.29518,0.92838,0.0008714,0.0008714,0.0008714
173,1835.81,0.52926,0.07231,0.06475,0.23877,0.81979,1,0.98561,0.995,0.93706,1,0.98561,0.995,0.995,0.84358,0.09031,0.01467,0.28174,0.93321,0.0008648,0.0008648,0.0008648
174,1848.67,0.52772,0.2223,0.05291,0.25896,0.81465,1,0.98235,0.995,0.92556,1,0.98235,0.995,0.995,0.93029,0.09107,0.01447,0.28176,0.94419,0.0008582,0.0008582,0.0008582
175,1861.18,0.55515,0.17484,0.06402,0.26306,0.8189,1,0.98189,0.995,0.90277,1,0.98189,0.995,0.995,0.94178,0.09726,0.01425,0.2836,0.94309,0.0008516,0.0008516,0.0008516
176,1874.5,0.5716,0.16604,0.1245,0.25846,0.83806,0.996,1,0.995,0.89874,0.996,1,0.995,0.995,0.92874,0.07742,0.01374,0.2826,0.94856,0.000845,0.000845,0.000845
177,1887.6,0.58958,0.12071,0.09465,0.25479,0.83064,0.99551,1,0.995,0.89739,0.99551,1,0.995,0.995,1.03906,0.07824,0.0147,0.32768,0.95583,0.0008384,0.0008384,0.0008384
178,1900.92,0.54216,0.07476,0.12169,0.2413,0.84419,0.99583,1,0.995,0.89465,0.99583,1,0.995,0.995,0.86083,0.08118,0.01529,0.30043,0.92781,0.0008318,0.0008318,0.0008318
179,1912.92,0.5047,0.11189,0.07834,0.23376,0.805,0.99616,1,0.995,0.89606,0.99616,1,0.995,0.995,0.81651,0.09254,0.01526,0.2804,0.93018,0.0008252,0.0008252,0.0008252
180,1925.84,0.50653,0.09546,0.05861,0.23042,0.80639,1,0.99761,0.995,0.90863,1,0.99761,0.995,0.995,0.83826,0.08859,0.01566,0.2722,0.93223,0.0008186,0.0008186,0.0008186
181,1937.68,0.50338,0.13823,0.06883,0.2406,0.79454,1,0.99382,0.995,0.90878,1,0.99382,0.995,0.995,0.81154,0.09101,0.01532,0.27856,0.93107,0.000812,0.000812,0.000812
182,1948.69,0.53552,0.09233,0.06179,0.24527,0.80928,1,0.9957,0.995,0.90643,1,0.9957,0.995,0.995,0.79118,0.09563,0.01493,0.25702,0.91756,0.0008054,0.0008054,0.0008054
183,1959.55,0.50195,0.12803,0.05797,0.2192,0.81313,1,0.99925,0.995,0.92019,1,0.99925,0.995,0.995,0.79964,0.07879,0.01525,0.25451,0.91706,0.0007988,0.0007988,0.0007988
184,1972.19,0.54227,0.19374,0.04565,0.24506,0.82647,0.99661,1,0.995,0.9214,0.99661,1,0.995,0.995,0.83869,0.07368,0.01517,0.25335,0.93722,0.0007922,0.0007922,0.0007922
185,1985.03,0.52227,0.15361,0.09107,0.23119,0.8097,0.99569,1,0.995,0.91308,0.99569,1,0.995,0.995,0.8558,0.09488,0.01355,0.29034,0.92771,0.0007856,0.0007856,0.0007856
186,1996.89,0.49987,0.1837,0.07568,0.22723,0.81783,0.9944,1,0.995,0.89447,0.9944,1,0.995,0.995,0.85968,0.08515,0.01309,0.26326,0.93168,0.000779,0.000779,0.000779
187,2008.38,0.4919,0.14429,0.04542,0.23286,0.81187,0.99325,1,0.995,0.9179,0.99325,1,0.995,0.995,0.84995,0.09122,0.01313,0.27083,0.93366,0.0007724,0.0007724,0.0007724
188,2020.35,0.49468,0.1626,0.07932,0.25221,0.81523,0.99195,1,0.995,0.92525,0.99195,1,0.995,0.995,0.91453,0.08435,0.013,0.26996,0.9393,0.0007658,0.0007658,0.0007658
189,2032.56,0.49952,0.21311,0.05176,0.23569,0.79501,0.99056,1,0.995,0.90555,0.99056,1,0.995,0.995,0.89174,0.07837,0.0139,0.27981,0.93693,0.0007592,0.0007592,0.0007592
190,2045.55,0.48941,0.09717,0.09077,0.2358,0.79942,0.98579,1,0.995,0.89008,0.98579,1,0.995,0.995,0.85546,0.0818,0.01404,0.28562,0.9344,0.0007526,0.0007526,0.0007526
191,2058.14,0.48767,0.11876,0.11701,0.22701,0.81818,0.98221,1,0.995,0.90498,0.98221,1,0.995,0.995,0.83193,0.07962,0.01371,0.27861,0.93333,0.000746,0.000746,0.000746
192,2070.92,0.47457,0.07659,0.07071,0.21939,0.80154,0.98174,1,0.995,0.92319,0.98174,1,0.995,0.995,0.79999,0.0823,0.01328,0.24855,0.93575,0.0007394,0.0007394,0.0007394
193,2083.54,0.49047,0.11651,0.06389,0.21105,0.79505,0.98719,1,0.995,0.93764,0.98719,1,0.995,0.995,0.81788,0.07438,0.01367,0.26735,0.93307,0.0007328,0.0007328,0.0007328
194,2095.67,0.46987,0.08279,0.08394,0.21576,0.80481,0.99176,1,0.995,0.93536,0.99176,1,0.995,0.995,0.79372,0.09112,0.01488,0.25862,0.92931,0.0007262,0.0007262,0.0007262
195,2107.77,0.53813,0.13889,0.09836,0.22924,0.81198,0.99163,1,0.995,0.93129,0.99163,1,0.995,0.995,0.77855,0.09457,0.01526,0.25123,0.92688,0.0007196,0.0007196,0.0007196
