epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,191.8,0.22195,7.12105,0.73678,0.41128,0.82945,0.98532,1,0.995,0.89321,0,0,0,0,0.38094,18.4417,0.68224,1.42269,0.89788,0.000357976,0.000357976,0.000357976
31,198.166,0.23997,7.29621,0.7321,0.43601,0.83539,0.98532,1,0.995,0.89321,0,0,0,0,0.38094,18.4417,0.68224,1.42269,0.89788,0.0003624,0.0003624,0.0003624
32,204.59,0.22577,7.65698,0.74522,0.4823,0.83398,0.98532,1,0.995,0.89321,0,0,0,0,0.38094,18.4417,0.68224,1.42269,0.89788,0.000366296,0.000366296,0.000366296
33,210.847,0.22195,7.12105,0.73678,0.41128,0.82945,0.99446,1,0.995,0.94266,0,0,0,0,0.29587,17.7974,0.6789,1.17033,0.86401,0.000369664,0.000369664,0.000369664
34,217.047,0.18823,6.92652,0.76289,0.38229,0.81586,0.99446,1,0.995,0.94266,0,0,0,0,0.29587,17.7974,0.6789,1.17033,0.86401,0.000372504,0.000372504,0.000372504
35,223.24,0.18845,6.94021,0.76031,0.38384,0.81486,0.99446,1,0.995,0.94266,0,0,0,0,0.29587,17.7974,0.6789,1.17033,0.86401,0.000374816,0.000374816,0.000374816
36,229.27,0.18823,6.92652,0.76289,0.38229,0.81586,0.99446,1,0.995,0.94266,0,0,0,0,0.29587,17.7974,0.6789,1.17033,0.86401,0.0003766,0.0003766,0.0003766
37,235.459,0.18823,6.92652,0.76289,0.38229,0.81586,0.98946,1,0.995,0.96204,0,0,0,0,0.2823,17.1913,0.6778,0.84566,0.85485,0.000377856,0.000377856,0.000377856
38,241.594,0.21874,7.29896,0.77286,0.48216,0.82644,0.98946,1,0.995,0.96204,0,0,0,0,0.2823,17.1913,0.6778,0.84566,0.85485,0.000378584,0.000378584,0.000378584
39,248.312,0.18981,6.56766,0.75347,0.47912,0.81765,0.98946,1,0.995,0.96204,0,0,0,0,0.2823,17.1913,0.6778,0.84566,0.85485,0.000378784,0.000378784,0.000378784
40,254.813,0.18981,6.56766,0.75347,0.47912,0.81765,0.98946,1,0.995,0.96204,0,0,0,0,0.2823,17.1913,0.6778,0.84566,0.85485,0.000378456,0.000378456,0.000378456
41,260.93,0.18981,6.56766,0.75347,0.47912,0.81765,0.98946,1,0.995,0.96204,0,0,0,0,0.2823,17.1913,0.6778,0.84566,0.85485,0.0003776,0.0003776,0.0003776
42,267.37,0.18981,6.56766,0.75347,0.47912,0.81765,0.99168,1,0.995,0.91209,0,0,0,0,0.27193,16.4765,0.67509,0.75447,0.84177,0.000376216,0.000376216,0.000376216
43,273.628,0.15525,5.80142,0.74987,0.3643,0.80809,0.99168,1,0.995,0.91209,0,0,0,0,0.27193,16.4765,0.67509,0.75447,0.84177,0.000374304,0.000374304,0.000374304
44,279.662,0.14985,5.86133,0.75032,0.35598,0.80719,0.99168,1,0.995,0.91209,0,0,0,0,0.27193,16.4765,0.67509,0.75447,0.84177,0.000371864,0.000371864,0.000371864
45,285.724,0.16957,6.32454,0.75872,0.35785,0.80598,0.99168,1,0.995,0.91209,0,0,0,0,0.27193,16.4765,0.67509,0.75447,0.84177,0.000368896,0.000368896,0.000368896
46,292.044,0.15525,5.80142,0.74987,0.3643,0.80809,0.99168,1,0.995,0.91209,0,0,0,0,0.27193,16.4765,0.67509,0.75447,0.84177,0.0003654,0.0003654,0.0003654
47,298.157,0.15525,5.80142,0.74987,0.3643,0.80809,0.99099,1,0.995,0.92341,0,0,0,0,0.26284,15.6002,0.67269,0.60962,0.83385,0.000361376,0.000361376,0.000361376
48,304.426,0.12916,5.56979,0.76595,0.3089,0.8026,0.99099,1,0.995,0.92341,0,0,0,0,0.26284,15.6002,0.67269,0.60962,0.83385,0.000356824,0.000356824,0.000356824
49,310.966,0.12916,5.56979,0.76595,0.3089,0.8026,0.99099,1,0.995,0.92341,0,0,0,0,0.26284,15.6002,0.67269,0.60962,0.83385,0.000351744,0.000351744,0.000351744
50,317.284,0.12916,5.56979,0.76595,0.3089,0.8026,0.99099,1,0.995,0.92341,0,0,0,0,0.26284,15.6002,0.67269,0.60962,0.83385,0.000346136,0.000346136,0.000346136
51,323.313,0.12916,5.56979,0.76595,0.3089,0.8026,0.99099,1,0.995,0.92341,0,0,0,0,0.26284,15.6002,0.67269,0.60962,0.83385,0.00034,0.00034,0.00034
52,329.307,0.15875,5.78857,0.76637,0.334,0.80425,0.99099,1,0.995,0.92341,0,0,0,0,0.26284,15.6002,0.67269,0.60962,0.83385,0.000333336,0.000333336,0.000333336
53,335.421,0.12916,5.56979,0.76595,0.3089,0.8026,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.000326144,0.000326144,0.000326144
54,341.518,0.12602,5.26801,0.75482,0.28705,0.79896,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.000318424,0.000318424,0.000318424
55,347.573,0.12602,5.26801,0.75482,0.28705,0.79896,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.000310176,0.000310176,0.000310176
56,353.566,0.12602,5.26801,0.75482,0.28705,0.79896,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.0003014,0.0003014,0.0003014
57,359.496,0.12602,5.26801,0.75482,0.28705,0.79896,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.000292096,0.000292096,0.000292096
58,365.516,0.12602,5.26801,0.75482,0.28705,0.79896,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.000282264,0.000282264,0.000282264
59,371.684,0.13394,5.4584,0.76305,0.28544,0.80057,0.99063,1,0.995,0.91437,0,0,0,0,0.2689,14.4925,0.66954,0.57786,0.83896,0.000271904,0.000271904,0.000271904
60,378.26,0.12602,5.26801,0.75482,0.28705,0.79896,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.000261016,0.000261016,0.000261016
61,384.355,0.11383,4.90725,0.75613,0.24266,0.80126,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.0002496,0.0002496,0.0002496
62,390.427,0.11383,4.90725,0.75613,0.24266,0.80126,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.000237656,0.000237656,0.000237656
63,396.828,0.11383,4.90725,0.75613,0.24266,0.80126,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.000225184,0.000225184,0.000225184
64,402.991,0.11383,4.90725,0.75613,0.24266,0.80126,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.000212184,0.000212184,0.000212184
65,409.17,0.11383,4.90725,0.75613,0.24266,0.80126,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.000198656,0.000198656,0.000198656
66,415.328,0.11383,4.90725,0.75613,0.24266,0.80126,0.99138,1,0.995,0.93479,0,0,0,0,0.25576,13.5227,0.67097,0.54065,0.84021,0.0001846,0.0001846,0.0001846
67,421.524,0.11383,4.90725,0.75613,0.24266,0.80126,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,0.000170016,0.000170016,0.000170016
68,427.681,0.0877,4.678,0.76354,0.2196,0.79424,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,0.000154904,0.000154904,0.000154904
69,433.897,0.0877,4.678,0.76354,0.2196,0.79424,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,0.000139264,0.000139264,0.000139264
70,439.954,0.0877,4.678,0.76354,0.2196,0.79424,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,0.000123096,0.000123096,0.000123096
71,445.99,0.0877,4.678,0.76354,0.2196,0.79424,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,0.0001064,0.0001064,0.0001064
72,452.037,0.10572,4.95666,0.75979,0.25978,0.79526,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,8.9176e-05,8.9176e-05,8.9176e-05
73,458.098,0.0877,4.678,0.76354,0.2196,0.79424,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,7.1424e-05,7.1424e-05,7.1424e-05
74,464.077,0.0877,4.678,0.76354,0.2196,0.79424,0.99131,1,0.995,0.93764,0.33044,0.33333,0.11252,0.01125,0.22611,12.2389,0.67349,0.48601,0.82858,5.3144e-05,5.3144e-05,5.3144e-05
75,470.129,0.0877,4.678,0.76354,0.2196,0.79424,0.99113,1,0.995,0.93766,0.66075,0.66667,0.556,0.08871,0.21082,10.9986,0.68014,0.4414,0.8213,3.4336e-05,3.4336e-05,3.4336e-05
