epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,88.8615,0.38562,12.334,0.76296,1.10167,0.88514,0.97068,0.83333,0.97214,0.87776,0,0,0,0,0.39069,18.8725,0.68578,1.50213,0.9281,0.000215384,0.000215384,0.000215384
15,94.863,0.31375,11.1303,0.72524,1.0415,0.86497,0.97068,0.83333,0.97214,0.87776,0,0,0,0,0.39069,18.8725,0.68578,1.50213,0.9281,0.000228256,0.000228256,0.000228256
16,100.953,0.29777,11.132,0.72331,0.83213,0.84664,0.98388,1,0.995,0.91202,0,0,0,0,0.35457,18.4886,0.68414,1.49974,0.89916,0.0002406,0.0002406,0.0002406
17,107.038,0.24642,10.1224,0.72211,0.71485,0.84791,0.98388,1,0.995,0.91202,0,0,0,0,0.35457,18.4886,0.68414,1.49974,0.89916,0.000252416,0.000252416,0.000252416
18,113.162,0.29766,9.63748,0.7235,0.83009,0.86832,0.98388,1,0.995,0.91202,0,0,0,0,0.35457,18.4886,0.68414,1.49974,0.89916,0.000263704,0.000263704,0.000263704
19,119.324,0.2491,10.0375,0.72442,0.69746,0.84078,0.98758,1,0.995,0.94812,0,0,0,0,0.2752,18.136,0.67915,1.4032,0.87723,0.000274464,0.000274464,0.000274464
20,125.327,0.18953,8.69493,0.69144,0.6686,0.82436,0.98758,1,0.995,0.94812,0,0,0,0,0.2752,18.136,0.67915,1.4032,0.87723,0.000284696,0.000284696,0.000284696
21,131.473,0.20124,8.55341,0.70369,0.6106,0.82351,0.98758,1,0.995,0.94812,0,0,0,0,0.2752,18.136,0.67915,1.4032,0.87723,0.0002944,0.0002944,0.0002944
22,137.645,0.19717,9.04388,0.69606,0.68539,0.82451,1,0.99094,0.995,0.91229,0,0,0,0,0.29825,17.7372,0.6746,1.32388,0.86398,0.000303576,0.000303576,0.000303576
23,144.156,0.24645,8.43914,0.67815,0.60363,0.83555,1,0.99094,0.995,0.91229,0,0,0,0,0.29825,17.7372,0.6746,1.32388,0.86398,0.000312224,0.000312224,0.000312224
24,150.231,0.21205,8.52913,0.68292,0.60018,0.80545,1,0.99094,0.995,0.91229,0,0,0,0,0.29825,17.7372,0.6746,1.32388,0.86398,0.000320344,0.000320344,0.000320344
25,156.266,0.22064,8.78503,0.68623,0.5511,0.8259,0.98798,0.83333,0.97214,0.87908,0,0,0,0,0.3218,17.7486,0.67519,1.25517,0.89494,0.000327936,0.000327936,0.000327936
26,162.545,0.20909,8.17777,0.70124,0.5247,0.82391,0.98798,0.83333,0.97214,0.87908,0,0,0,0,0.3218,17.7486,0.67519,1.25517,0.89494,0.000335,0.000335,0.000335
27,168.964,0.1989,8.42288,0.72046,0.54914,0.82333,0.98798,0.83333,0.97214,0.87908,0,0,0,0,0.3218,17.7486,0.67519,1.25517,0.89494,0.000341536,0.000341536,0.000341536
28,175.701,0.22354,8.58,0.71719,0.55478,0.82606,0.98798,0.83333,0.97214,0.87908,0,0,0,0,0.3218,17.7486,0.67519,1.25517,0.89494,0.000347544,0.000347544,0.000347544
29,182.105,0.24054,8.18214,0.71195,0.51493,0.82771,0.99401,0.83333,0.87056,0.76552,0,0,0,0,0.31534,17.3711,0.67331,1.12776,0.90197,0.000353024,0.000353024,0.000353024
30,188.272,0.18011,7.20415,0.71434,0.45266,0.81753,0.99401,0.83333,0.87056,0.76552,0,0,0,0,0.31534,17.3711,0.67331,1.12776,0.90197,0.000357976,0.000357976,0.000357976
31,194.327,0.16782,7.22336,0.70649,0.50312,0.81825,0.99401,0.83333,0.87056,0.76552,0,0,0,0,0.31534,17.3711,0.67331,1.12776,0.90197,0.0003624,0.0003624,0.0003624
32,200.387,0.21197,7.66083,0.70362,0.49695,0.83499,0.99401,0.83333,0.87056,0.76552,0,0,0,0,0.31534,17.3711,0.67331,1.12776,0.90197,0.000366296,0.000366296,0.000366296
33,206.679,0.1616,7.25448,0.70786,0.46295,0.81082,0.99239,0.83333,0.90357,0.87975,0,0,0,0,0.2793,16.5901,0.66831,1.00704,0.86211,0.000369664,0.000369664,0.000369664
34,212.708,0.17313,7.26573,0.70725,0.40575,0.80419,0.99239,0.83333,0.90357,0.87975,0,0,0,0,0.2793,16.5901,0.66831,1.00704,0.86211,0.000372504,0.000372504,0.000372504
35,218.667,0.15551,6.75022,0.71062,0.37207,0.80383,0.99239,0.83333,0.90357,0.87975,0,0,0,0,0.2793,16.5901,0.66831,1.00704,0.86211,0.000374816,0.000374816,0.000374816
36,225.149,0.17141,6.90179,0.69902,0.37161,0.80372,0.99239,0.83333,0.90357,0.87975,0,0,0,0,0.2793,16.5901,0.66831,1.00704,0.86211,0.0003766,0.0003766,0.0003766
37,231.458,0.1656,6.98661,0.70508,0.40141,0.80018,0.99638,1,0.995,0.93138,0,0,0,0,0.25236,16.1595,0.66445,0.77768,0.86509,0.000377856,0.000377856,0.000377856
38,237.891,0.23192,6.30252,0.68383,0.4634,0.8337,0.99638,1,0.995,0.93138,0,0,0,0,0.25236,16.1595,0.66445,0.77768,0.86509,0.000378584,0.000378584,0.000378584
39,244.572,0.17082,6.1794,0.68353,0.37549,0.80974,0.99638,1,0.995,0.93138,0,0,0,0,0.25236,16.1595,0.66445,0.77768,0.86509,0.000378784,0.000378784,0.000378784
40,250.662,0.17361,6.2939,0.68212,0.37242,0.81232,0.99638,1,0.995,0.93138,0,0,0,0,0.25236,16.1595,0.66445,0.77768,0.86509,0.000378456,0.000378456,0.000378456
41,257.14,0.16581,6.30274,0.68842,0.36639,0.80347,0.99638,1,0.995,0.93138,0,0,0,0,0.25236,16.1595,0.66445,0.77768,0.86509,0.0003776,0.0003776,0.0003776
42,263.527,0.16895,6.22632,0.68615,0.36627,0.8132,0.99113,1,0.995,0.95106,0,0,0,0,0.2201,15.5498,0.66212,0.60994,0.83507,0.000376216,0.000376216,0.000376216
43,269.779,0.12437,5.83241,0.68741,0.3152,0.79866,0.99113,1,0.995,0.95106,0,0,0,0,0.2201,15.5498,0.66212,0.60994,0.83507,0.000374304,0.000374304,0.000374304
44,276.161,0.14249,5.90454,0.68864,0.30554,0.80231,0.99113,1,0.995,0.95106,0,0,0,0,0.2201,15.5498,0.66212,0.60994,0.83507,0.000371864,0.000371864,0.000371864
45,282.808,0.13767,5.91327,0.70091,0.32192,0.79338,0.99113,1,0.995,0.95106,0,0,0,0,0.2201,15.5498,0.66212,0.60994,0.83507,0.000368896,0.000368896,0.000368896
46,289.633,0.14406,5.89605,0.69286,0.3131,0.79905,0.99113,1,0.995,0.95106,0,0,0,0,0.2201,15.5498,0.66212,0.60994,0.83507,0.0003654,0.0003654,0.0003654
47,297.25,0.13436,6.01769,0.69819,0.32097,0.79862,0.99148,1,0.995,0.9631,0.16525,0.16667,0.02799,0.0056,0.20233,14.4969,0.6569,0.4965,0.81668,0.000361376,0.000361376,0.000361376
48,304.01,0.13284,5.50586,0.70113,0.32514,0.79075,0.99148,1,0.995,0.9631,0.16525,0.16667,0.02799,0.0056,0.20233,14.4969,0.6569,0.4965,0.81668,0.000356824,0.000356824,0.000356824
49,310.523,0.1235,5.55331,0.69102,0.27416,0.79458,0.99148,1,0.995,0.9631,0.16525,0.16667,0.02799,0.0056,0.20233,14.4969,0.6569,0.4965,0.81668,0.000351744,0.000351744,0.000351744
50,317.093,0.12626,5.49476,0.69642,0.29621,0.79498,0.99148,1,0.995,0.9631,0.16525,0.16667,0.02799,0.0056,0.20233,14.4969,0.6569,0.4965,0.81668,0.000346136,0.000346136,0.000346136
51,323.554,0.13384,5.70756,0.69386,0.3044,0.79781,0.99148,1,0.995,0.9631,0.16525,0.16667,0.02799,0.0056,0.20233,14.4969,0.6569,0.4965,0.81668,0.00034,0.00034,0.00034
52,329.869,0.13116,5.56519,0.70059,0.29702,0.79133,0.99148,1,0.995,0.9631,0.16525,0.16667,0.02799,0.0056,0.20233,14.4969,0.6569,0.4965,0.81668,0.000333336,0.000333336,0.000333336
53,336.314,0.12801,5.56879,0.69524,0.28323,0.79642,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.000326144,0.000326144,0.000326144
54,343.404,0.1108,5.38564,0.70092,0.23899,0.79418,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.000318424,0.000318424,0.000318424
55,349.831,0.10701,5.34416,0.69671,0.22256,0.79202,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.000310176,0.000310176,0.000310176
56,356.62,0.10987,5.32213,0.69655,0.29041,0.79575,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.0003014,0.0003014,0.0003014
57,362.955,0.10253,5.35404,0.69659,0.2548,0.79047,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.000292096,0.000292096,0.000292096
58,368.972,0.11454,5.35506,0.7001,0.27402,0.7911,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.000282264,0.000282264,0.000282264
59,375.248,0.12094,5.40068,0.68704,0.25863,0.79382,0.99125,1,0.995,0.9587,0,0,0,0,0.17157,13.82,0.65657,0.48605,0.80166,0.000271904,0.000271904,0.000271904
60,381.375,0.12374,5.3683,0.69389,0.29945,0.79007,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.000261016,0.000261016,0.000261016
61,387.683,0.10654,5.17718,0.70628,0.26171,0.79158,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.0002496,0.0002496,0.0002496
62,394.206,0.09863,5.08267,0.70145,0.25135,0.78665,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.000237656,0.000237656,0.000237656
63,401.164,0.11802,5.19744,0.69358,0.26522,0.79122,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.000225184,0.000225184,0.000225184
64,407.497,0.11398,5.15936,0.69696,0.26652,0.79188,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.000212184,0.000212184,0.000212184
65,414.774,0.10917,5.29432,0.70686,0.26994,0.78412,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.000198656,0.000198656,0.000198656
66,421.557,0.11432,5.17543,0.70568,0.255,0.78925,0.99065,1,0.995,0.96212,0,0,0,0,0.1671,12.7044,0.65638,0.50495,0.80262,0.0001846,0.0001846,0.0001846
67,428.015,0.1024,5.18217,0.71031,0.2438,0.78828,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,0.000170016,0.000170016,0.000170016
68,435.129,0.10137,4.9783,0.68991,0.24586,0.78761,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,0.000154904,0.000154904,0.000154904
69,441.829,0.08943,5.00086,0.68953,0.22001,0.78894,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,0.000139264,0.000139264,0.000139264
70,448.163,0.09234,5.00865,0.69843,0.24374,0.78391,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,0.000123096,0.000123096,0.000123096
71,454.759,0.08916,5.00068,0.69577,0.2068,0.78632,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,0.0001064,0.0001064,0.0001064
72,461.327,0.10624,5.15388,0.69322,0.25047,0.7864,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,8.9176e-05,8.9176e-05,8.9176e-05
73,467.796,0.09212,5.02543,0.68778,0.23127,0.78546,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,7.1424e-05,7.1424e-05,7.1424e-05
74,474.244,0.09969,5.16517,0.69008,0.25163,0.78857,0.99118,1,0.995,0.995,0,0,0,0,0.14832,11.4493,0.65481,0.45385,0.79579,5.3144e-05,5.3144e-05,5.3144e-05
75,480.611,0.08579,5.00095,0.69668,0.21481,0.7835,0.99183,1,0.995,0.995,0.33284,0.33333,0.33678,0.03368,0.13706,10.2899,0.65617,0.40369,0.79467,3.4336e-05,3.4336e-05,3.4336e-05
