epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,836.183,1.52226,0.44792,0.23073,0.89889,1.76933,0.96575,1,0.995,0.89012,0.96575,1,0.995,0.995,1.74225,0.12551,0.06075,0.80353,1.8942,0.0016766,0.0016766,0.0016766
51,854.361,1.65666,0.6598,0.25689,0.86203,1.8358,0.90138,1,0.995,0.88219,0.90138,1,0.995,0.995,1.63198,0.13284,0.05853,0.78551,1.88519,0.00167,0.00167,0.00167
52,874.292,1.72462,0.77344,0.30976,0.93657,1.77843,0.97147,1,0.995,0.90001,0.97147,1,0.995,0.995,1.42206,0.10599,0.0587,0.7842,1.83049,0.0016634,0.0016634,0.0016634
53,894.184,1.62807,0.50485,0.29009,0.89494,1.82761,0.95981,1,0.995,0.91103,0.95981,1,0.995,0.995,1.44582,0.16138,0.05635,0.8003,1.85139,0.0016568,0.0016568,0.0016568
54,914.78,1.63693,0.48396,0.22362,0.99802,1.81746,0.99298,1,0.995,0.90945,0.99298,1,0.995,0.995,1.56723,0.14167,0.05292,0.98961,1.86739,0.0016502,0.0016502,0.0016502
55,933.857,1.55147,0.42447,0.2759,0.93882,1.78847,0.89856,1,0.98591,0.9126,0.89856,1,0.98591,0.98591,1.48587,0.13825,0.05651,0.79272,1.88167,0.0016436,0.0016436,0.0016436
56,952.973,1.47406,0.46336,0.21427,0.88556,1.7583,0.99175,1,0.995,0.91108,0.99175,1,0.995,0.995,1.53019,0.11644,0.05522,0.70678,1.87142,0.001637,0.001637,0.001637
57,971.822,1.64494,0.56333,0.22752,0.9628,1.77393,0.99437,1,0.995,0.90829,0.99437,1,0.995,0.995,1.43637,0.15811,0.06123,0.69959,1.82572,0.0016304,0.0016304,0.0016304
58,991.553,1.5117,0.55353,0.27107,0.82834,1.74858,0.99537,1,0.995,0.90423,0.99537,1,0.995,0.995,1.49027,0.11965,0.05962,0.69718,1.82584,0.0016238,0.0016238,0.0016238
59,1011.18,1.36116,0.35555,0.1645,0.80278,1.77294,0.89915,1,0.98591,0.86224,0.89915,1,0.98591,0.98591,1.50291,0.16157,0.05823,0.7099,1.84278,0.0016172,0.0016172,0.0016172
60,1030.46,1.63801,0.70811,0.20139,0.91956,1.83016,0.98506,1,0.995,0.85683,0.98506,1,0.995,0.995,1.61027,0.09021,0.04928,0.77673,1.88203,0.0016106,0.0016106,0.0016106
61,1049.08,1.4669,0.30849,0.28928,0.8571,1.8377,0.98449,1,0.995,0.91716,0.98449,1,0.995,0.995,1.45804,0.11628,0.0466,0.68916,1.88711,0.001604,0.001604,0.001604
62,1067.46,1.4112,0.36487,0.18924,0.92735,1.76141,0.99206,1,0.995,0.9198,0.99206,1,0.995,0.995,1.38931,0.1165,0.04443,0.68337,1.86453,0.0015974,0.0015974,0.0015974
63,1086.03,1.43461,0.23606,0.15919,0.82794,1.76316,0.99291,1,0.995,0.92632,0.99291,1,0.995,0.995,1.38376,0.09893,0.04411,0.69736,1.86778,0.0015908,0.0015908,0.0015908
64,1104.47,1.36169,0.32032,0.24647,0.8063,1.70726,0.99182,1,0.995,0.8823,0.99182,1,0.995,0.995,1.45739,0.11068,0.04698,0.68131,1.86272,0.0015842,0.0015842,0.0015842
65,1123.64,1.46693,0.4516,0.24042,0.86204,1.78469,0.99135,1,0.995,0.93074,0.99135,1,0.995,0.995,1.46747,0.14112,0.0445,0.79994,1.85175,0.0015776,0.0015776,0.0015776
66,1143.48,1.40663,0.35986,0.24472,0.78235,1.76187,0.99233,1,0.995,0.90483,0.99233,1,0.995,0.995,1.42976,0.11443,0.04257,0.66902,1.83885,0.001571,0.001571,0.001571
67,1162.42,1.45173,0.43339,0.18937,0.78065,1.74399,0.99294,1,0.995,0.91375,0.99294,1,0.995,0.995,1.53462,0.11694,0.04203,0.68511,1.85177,0.0015644,0.0015644,0.0015644
68,1184.08,1.41158,0.51865,0.2355,0.815,1.7503,0.9872,0.9,0.91318,0.83691,0.9872,0.9,0.91318,0.90354,1.47039,0.46281,0.05392,0.9388,1.84857,0.0015578,0.0015578,0.0015578
69,1208.26,1.46545,0.5958,0.28455,0.87013,1.78844,0.99403,0.9,0.97192,0.88319,0.99403,0.9,0.97192,0.93481,1.36688,0.4286,0.05149,0.80651,1.83667,0.0015512,0.0015512,0.0015512
70,1229.42,1.48678,0.76745,0.26375,0.83993,1.75472,0.98561,1,0.995,0.89796,0.98561,1,0.995,0.995,1.49402,0.12122,0.04527,0.67492,1.82684,0.0015446,0.0015446,0.0015446
71,1248.74,1.37985,0.41257,0.224,0.79001,1.73994,0.98655,1,0.995,0.89079,0.98655,1,0.995,0.995,1.48893,0.11431,0.04688,0.60979,1.83691,0.001538,0.001538,0.001538
72,1268.05,1.42142,0.37345,0.25624,0.81656,1.80534,0.99096,1,0.995,0.91924,0.99096,1,0.995,0.995,1.41342,0.07739,0.04764,0.60343,1.81136,0.0015314,0.0015314,0.0015314
73,1288.1,1.24245,0.38007,0.17385,0.78466,1.7371,0.98792,1,0.995,0.89763,0.98792,1,0.995,0.995,1.44977,0.09062,0.04772,0.63554,1.82383,0.0015248,0.0015248,0.0015248
74,1307.05,1.30336,0.36045,0.25431,0.76592,1.75009,0.99034,1,0.995,0.88006,0.99034,1,0.995,0.995,1.54886,0.10258,0.0499,0.72414,1.83947,0.0015182,0.0015182,0.0015182
75,1325.92,1.30426,0.19128,0.20757,0.75523,1.70775,0.9912,1,0.995,0.89465,0.9912,1,0.995,0.995,1.49584,0.10179,0.05156,0.6556,1.82845,0.0015116,0.0015116,0.0015116
76,1346.57,1.3363,0.26246,0.22202,0.72074,1.7425,0.99315,1,0.995,0.89222,0.99315,1,0.995,0.995,1.41323,0.06919,0.05205,0.51974,1.82413,0.001505,0.001505,0.001505
77,1366.19,1.37694,0.45595,0.23644,0.71931,1.70881,0.99299,1,0.995,0.94907,0.99299,1,0.995,0.995,1.34743,0.06958,0.04979,0.61489,1.79652,0.0014984,0.0014984,0.0014984
78,1388.15,1.29766,0.29588,0.18342,0.75267,1.70632,0.99256,1,0.995,0.92722,0.99256,1,0.995,0.995,1.23436,0.11961,0.04958,0.67015,1.78344,0.0014918,0.0014918,0.0014918
79,1406.78,1.25155,0.37144,0.16541,0.69452,1.70725,0.99351,1,0.995,0.90762,0.99351,1,0.995,0.995,1.31292,0.13698,0.04764,0.54236,1.79768,0.0014852,0.0014852,0.0014852
80,1426.04,1.30316,0.36957,0.19777,0.67771,1.72132,0.99424,1,0.995,0.90988,0.99424,1,0.995,0.995,1.21329,0.10901,0.04373,0.56015,1.79818,0.0014786,0.0014786,0.0014786
81,1445.16,1.31216,0.41306,0.19868,0.75378,1.70724,0.99283,1,0.995,0.93069,0.99283,1,0.995,0.995,1.21376,0.09124,0.03917,0.56374,1.7833,0.001472,0.001472,0.001472
82,1463.89,1.2378,0.34625,0.2126,0.65443,1.71601,0.99299,1,0.995,0.93047,0.99299,1,0.995,0.995,1.29571,0.12017,0.03919,0.57851,1.82792,0.0014654,0.0014654,0.0014654
83,1484.58,1.34791,0.40885,0.22121,0.68188,1.72885,0.99299,1,0.995,0.92974,0.99299,1,0.995,0.995,1.41426,0.13102,0.03819,0.6304,1.83906,0.0014588,0.0014588,0.0014588
84,1507.17,1.30428,0.25658,0.223,0.7124,1.71421,0.99231,1,0.995,0.93005,0.99231,1,0.995,0.995,1.35889,0.10598,0.04009,0.65681,1.82272,0.0014522,0.0014522,0.0014522
85,1527.55,1.39018,0.42193,0.20791,0.742,1.71751,0.99344,1,0.995,0.9002,0.99344,1,0.995,0.995,1.34247,0.08572,0.03858,0.56055,1.8356,0.0014456,0.0014456,0.0014456
86,1545.76,1.30835,0.36752,0.20964,0.70115,1.79625,0.99289,1,0.995,0.92444,0.99289,1,0.995,0.995,1.4107,0.09603,0.0391,0.6541,1.81393,0.001439,0.001439,0.001439
87,1563.74,1.28538,0.38385,0.2256,0.70594,1.70836,0.99327,1,0.995,0.92386,0.99327,1,0.995,0.995,1.31977,0.08071,0.03843,0.57229,1.80069,0.0014324,0.0014324,0.0014324
88,1582.47,1.25979,0.25158,0.27199,0.68418,1.74073,0.9924,1,0.995,0.90066,0.9924,1,0.995,0.995,1.18419,0.06232,0.03797,0.60295,1.79239,0.0014258,0.0014258,0.0014258
89,1601.53,1.22431,0.43096,0.22524,0.71021,1.65705,0.99016,1,0.995,0.91134,0.99016,1,0.995,0.995,1.25003,0.08118,0.0379,0.62943,1.79254,0.0014192,0.0014192,0.0014192
90,1619.98,1.1515,0.25238,0.18978,0.68465,1.63757,0.98544,1,0.995,0.91043,0.98544,1,0.995,0.995,1.40551,0.09926,0.03972,0.60208,1.80855,0.0014126,0.0014126,0.0014126
91,1638.86,1.22471,0.24938,0.15966,0.62499,1.68298,0.98592,1,0.995,0.94228,0.98592,1,0.995,0.995,1.41305,0.12531,0.04029,0.68518,1.81387,0.001406,0.001406,0.001406
92,1657.64,1.22339,0.21394,0.24211,0.68541,1.68217,0.98689,1,0.995,0.91031,0.98689,1,0.995,0.995,1.37729,0.08329,0.04027,0.63711,1.81033,0.0013994,0.0013994,0.0013994
93,1677.58,1.26567,0.23952,0.19958,0.6858,1.7104,0.98368,1,0.995,0.93017,0.98368,1,0.995,0.995,1.27366,0.07317,0.04104,0.58506,1.78958,0.0013928,0.0013928,0.0013928
94,1696.26,1.21754,0.31903,0.19022,0.66282,1.67891,0.98204,1,0.995,0.88862,0.98204,1,0.995,0.995,1.54036,0.08015,0.04189,0.65948,1.82536,0.0013862,0.0013862,0.0013862
95,1714.37,1.27887,0.29121,0.27138,0.71094,1.74451,0.98069,1,0.995,0.93719,0.98069,1,0.995,0.995,1.34606,0.06319,0.04406,0.60408,1.79885,0.0013796,0.0013796,0.0013796
96,1732.9,1.33473,0.34716,0.24563,0.73046,1.70738,0.97295,1,0.995,0.90511,0.97295,1,0.995,0.995,1.40144,0.11239,0.04721,0.70607,1.82396,0.001373,0.001373,0.001373
97,1751.46,1.20749,0.22395,0.20263,0.63408,1.71043,0.97576,1,0.995,0.92936,0.97576,1,0.995,0.995,1.42458,0.06631,0.04885,0.65821,1.84806,0.0013664,0.0013664,0.0013664
98,1769.88,1.2891,0.4366,0.21745,0.66445,1.6969,0.98259,1,0.995,0.91046,0.98259,1,0.995,0.995,1.40685,0.06463,0.04651,0.58494,1.83123,0.0013598,0.0013598,0.0013598
99,1788.98,1.21714,0.33616,0.16444,0.65515,1.69236,0.98675,1,0.995,0.90438,0.98675,1,0.995,0.995,1.4442,0.07407,0.04724,0.61902,1.82433,0.0013532,0.0013532,0.0013532
100,1810.07,1.219,0.18427,0.20513,0.62635,1.67573,0.99148,1,0.995,0.92266,0.99148,1,0.995,0.995,1.51836,0.06606,0.04756,0.59144,1.82166,0.0013466,0.0013466,0.0013466
101,1829.63,1.15449,0.29385,0.2165,0.6485,1.71976,0.99202,1,0.995,0.91312,0.99202,1,0.995,0.995,1.38988,0.0793,0.04373,0.48125,1.80779,0.00134,0.00134,0.00134
102,1848.53,1.20902,0.23051,0.22182,0.6422,1.68355,0.98921,1,0.995,0.91778,0.98921,1,0.995,0.995,1.30888,0.08378,0.04527,0.5976,1.79856,0.0013334,0.0013334,0.0013334
103,1867.16,1.35807,0.40337,0.19777,0.68962,1.81108,0.99061,1,0.995,0.90475,0.99061,1,0.995,0.995,1.28732,0.07155,0.04517,0.56316,1.80526,0.0013268,0.0013268,0.0013268
104,1885.5,1.21607,0.26641,0.25404,0.66444,1.72909,0.99217,1,0.995,0.93517,0.99217,1,0.995,0.995,1.22508,0.07136,0.04851,0.60424,1.78246,0.0013202,0.0013202,0.0013202
105,1904.45,1.19882,0.29343,0.18699,0.62462,1.71861,0.9878,1,0.995,0.91146,0.9878,1,0.995,0.995,1.25561,0.07803,0.04584,0.58615,1.80591,0.0013136,0.0013136,0.0013136
106,1922.82,1.20134,0.24601,0.19298,0.66865,1.71014,0.9861,1,0.995,0.94744,0.9861,1,0.995,0.995,1.38721,0.06668,0.04298,0.60722,1.80828,0.001307,0.001307,0.001307
107,1940.91,1.1864,0.25634,0.22646,0.66279,1.6895,0.9845,1,0.995,0.92201,0.9845,1,0.995,0.995,1.47955,0.06673,0.04151,0.61634,1.80928,0.0013004,0.0013004,0.0013004
108,1961.14,1.22308,0.28705,0.1875,0.65992,1.67068,0.98059,1,0.995,0.95147,0.98059,1,0.995,0.995,1.28559,0.07447,0.04097,0.57633,1.78885,0.0012938,0.0012938,0.0012938
109,1980.38,1.19356,0.20919,0.20236,0.63647,1.66408,0.97547,1,0.995,0.90928,0.97547,1,0.995,0.995,1.23046,0.05436,0.0383,0.57124,1.77851,0.0012872,0.0012872,0.0012872
110,1998.91,1.19506,0.24784,0.25245,0.66738,1.68117,0.97492,1,0.995,0.94065,0.97492,1,0.995,0.995,1.38083,0.09387,0.03912,0.69996,1.80938,0.0012806,0.0012806,0.0012806
111,2017.35,1.32162,0.27354,0.25747,0.66263,1.69172,0.97,1,0.995,0.93892,0.97,1,0.995,0.995,1.34719,0.0982,0.04018,0.7893,1.80639,0.001274,0.001274,0.001274
112,2036.07,1.21484,0.35301,0.22349,0.65523,1.70289,0.95977,1,0.995,0.9137,0.95977,1,0.995,0.995,1.28119,0.07862,0.03952,1.18437,1.79849,0.0012674,0.0012674,0.0012674
113,2055.63,1.19033,0.20676,0.20077,0.62133,1.69476,0.96324,1,0.995,0.91105,0.96324,1,0.995,0.995,1.37887,0.07919,0.04299,0.73524,1.79534,0.0012608,0.0012608,0.0012608
114,2074.32,1.2252,0.29637,0.19595,0.64281,1.69617,0.98379,1,0.995,0.91421,0.98379,1,0.995,0.995,1.39838,0.07739,0.04586,0.55997,1.80196,0.0012542,0.0012542,0.0012542
115,2093.33,1.07192,0.10161,0.14765,0.58974,1.63982,0.98349,1,0.995,0.93695,0.98349,1,0.995,0.995,1.36146,0.0597,0.0439,0.6048,1.81381,0.0012476,0.0012476,0.0012476
116,2113.16,1.19087,0.33272,0.19311,0.62842,1.7248,0.98492,1,0.995,0.92405,0.98492,1,0.995,0.995,1.26455,0.06416,0.04212,0.58344,1.78873,0.001241,0.001241,0.001241
117,2132.08,1.23531,0.36403,0.22251,0.68701,1.72349,0.98792,1,0.995,0.93723,0.98792,1,0.995,0.995,1.3889,0.07786,0.03993,0.55909,1.83499,0.0012344,0.0012344,0.0012344
118,2150.33,1.10252,0.17769,0.20154,0.59634,1.68625,0.99179,1,0.995,0.92138,0.99179,1,0.995,0.995,1.35807,0.08351,0.03921,0.67126,1.82472,0.0012278,0.0012278,0.0012278
119,2168.41,1.21553,0.40598,0.23737,0.76445,1.74974,0.99033,1,0.995,0.88817,0.99033,1,0.995,0.995,1.4412,0.09915,0.03904,0.81364,1.84508,0.0012212,0.0012212,0.0012212
120,2188.41,1.04793,0.13941,0.20658,0.57682,1.72883,1,0.98804,0.995,0.91601,1,0.98804,0.995,0.97548,1.54043,0.533,0.04481,0.97507,1.86882,0.0012146,0.0012146,0.0012146
121,2209.25,1.15149,0.23464,0.22029,0.61044,1.67863,0.97039,0.9,0.97833,0.89912,0.97039,0.9,0.97833,0.92207,1.55711,1.42081,0.06309,0.96472,1.89861,0.001208,0.001208,0.001208
122,2226.83,1.16041,0.25898,0.18062,0.59195,1.65352,0.95964,1,0.995,0.90039,0.95964,1,0.995,0.995,1.55038,0.06393,0.04229,0.62909,1.84116,0.0012014,0.0012014,0.0012014
123,2243.67,1.2014,0.46713,0.26921,0.69638,1.70517,0.96434,1,0.995,0.90685,0.96434,1,0.995,0.995,1.52967,0.06767,0.04168,0.61733,1.83228,0.0011948,0.0011948,0.0011948
124,2261.89,1.0952,0.24431,0.14894,0.63365,1.70159,0.96915,1,0.995,0.93493,0.96915,1,0.995,0.995,1.49151,0.05649,0.04146,0.70435,1.82775,0.0011882,0.0011882,0.0011882
125,2279.88,1.09933,0.24368,0.16562,0.61539,1.65067,0.97838,1,0.995,0.90918,0.97838,1,0.995,0.995,1.35243,0.05516,0.03976,0.62815,1.80693,0.0011816,0.0011816,0.0011816
126,2296.61,1.1085,0.16697,0.2219,0.58407,1.70053,0.98305,1,0.995,0.93998,0.98305,1,0.995,0.995,1.2525,0.06412,0.03789,0.55786,1.79226,0.001175,0.001175,0.001175
127,2315.7,1.10569,0.2111,0.26389,0.56613,1.67518,0.98386,1,0.995,0.94081,0.98386,1,0.995,0.995,1.2009,0.07291,0.03743,0.60411,1.78495,0.0011684,0.0011684,0.0011684
128,2333.92,1.01182,0.13466,0.21871,0.57732,1.68559,0.98674,1,0.995,0.94107,0.98674,1,0.995,0.995,1.31395,0.05031,0.03961,0.52262,1.78205,0.0011618,0.0011618,0.0011618
