epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,2351.95,1.08838,0.27738,0.19983,0.59949,1.713,0.98284,1,0.995,0.94981,0.98284,1,0.995,0.995,1.22999,0.05526,0.04004,0.48775,1.78272,0.0011552,0.0011552,0.0011552
130,2370.92,1.0444,0.1818,0.22883,0.56905,1.6814,0.98498,1,0.995,0.94187,0.98498,1,0.995,0.995,1.18188,0.0553,0.04158,0.5296,1.76896,0.0011486,0.0011486,0.0011486
131,2387.77,1.10294,0.18836,0.21773,0.65133,1.69269,0.98456,1,0.995,0.93179,0.98456,1,0.995,0.995,1.3019,0.05081,0.03997,0.56436,1.78684,0.001142,0.001142,0.001142
132,2407.7,1.23662,0.53164,0.25421,0.63442,1.71419,0.98344,1,0.995,0.93346,0.98344,1,0.995,0.995,1.4105,0.06318,0.03965,0.56255,1.83397,0.0011354,0.0011354,0.0011354
133,2429.44,1.05924,0.2353,0.22649,0.62509,1.67423,0.97786,1,0.995,0.92996,0.97786,1,0.995,0.995,1.34205,0.07936,0.04252,0.59335,1.80603,0.0011288,0.0011288,0.0011288
134,2446.82,0.99296,0.20037,0.17098,0.61107,1.63443,0.99142,1,0.995,0.93696,0.99142,1,0.995,0.995,1.34451,0.06807,0.04848,0.64083,1.82072,0.0011222,0.0011222,0.0011222
135,2463.29,1.08931,0.29668,0.15018,0.61455,1.69488,1,0.98018,0.995,0.91519,1,0.98018,0.995,0.995,1.36738,0.08192,0.05164,0.58956,1.82082,0.0011156,0.0011156,0.0011156
136,2479.81,0.99861,0.10443,0.22532,0.58405,1.65746,1,0.9749,0.995,0.91267,1,0.9749,0.995,0.995,1.3587,0.10096,0.05007,0.6139,1.82012,0.001109,0.001109,0.001109
137,2497.51,1.04213,0.21302,0.21778,0.57543,1.64234,0.9846,1,0.995,0.90882,0.9846,1,0.995,0.995,1.30417,0.06995,0.04938,0.6751,1.81177,0.0011024,0.0011024,0.0011024
138,2514.58,1.1481,0.4561,0.18488,0.64912,1.73482,0.99302,1,0.995,0.95181,0.99302,1,0.995,0.995,1.35257,0.05531,0.04671,0.63631,1.80199,0.0010958,0.0010958,0.0010958
139,2535.6,1.07218,0.20367,0.14963,0.56112,1.64784,0.99388,1,0.995,0.93253,0.99388,1,0.995,0.995,1.39909,0.05368,0.04176,0.61879,1.80473,0.0010892,0.0010892,0.0010892
140,2552.49,1.12431,0.23579,0.12089,0.57989,1.66911,0.99437,1,0.995,0.92563,0.99437,1,0.995,0.995,1.32653,0.05741,0.03847,0.46667,1.79782,0.0010826,0.0010826,0.0010826
141,2570.09,1.14255,0.21,0.20795,0.59115,1.72596,0.99398,1,0.995,0.93606,0.99398,1,0.995,0.995,1.33534,0.06614,0.03451,0.52667,1.81791,0.001076,0.001076,0.001076
142,2586.06,1.11775,0.18375,0.16932,0.59571,1.66588,0.9909,1,0.995,0.92072,0.9909,1,0.995,0.995,1.45474,0.06373,0.03172,0.52858,1.84182,0.0010694,0.0010694,0.0010694
143,2606.34,1.09638,0.17861,0.183,0.58719,1.71144,0.98576,1,0.995,0.92246,0.98576,1,0.995,0.995,1.32158,0.05704,0.03375,0.53501,1.79041,0.0010628,0.0010628,0.0010628
144,2623.26,1.13101,0.33544,0.19004,0.64769,1.71212,0.99124,1,0.995,0.92342,0.99124,1,0.995,0.995,1.20868,0.05216,0.02798,0.52688,1.79086,0.0010562,0.0010562,0.0010562
145,2641.66,1.10742,0.28476,0.24083,0.59041,1.6921,0.99311,1,0.995,0.93883,0.99311,1,0.995,0.995,1.41202,0.06201,0.02783,0.58484,1.80579,0.0010496,0.0010496,0.0010496
146,2658.8,1.1791,0.14708,0.21754,0.58019,1.67228,0.99363,1,0.995,0.92993,0.99363,1,0.995,0.995,1.40662,0.08174,0.02961,0.57591,1.79978,0.001043,0.001043,0.001043
147,2676.06,1.10844,0.26508,0.20178,0.62964,1.66062,0.99293,1,0.995,0.94235,0.99293,1,0.995,0.995,1.25585,0.07398,0.03039,0.5817,1.78358,0.0010364,0.0010364,0.0010364
148,2695.03,1.07547,0.13521,0.21538,0.60521,1.70557,0.99284,1,0.995,0.92077,0.99284,1,0.995,0.995,1.21212,0.07636,0.03388,0.54744,1.78939,0.0010298,0.0010298,0.0010298
149,2715.4,1.07549,0.32477,0.24524,0.61802,1.66765,0.99249,1,0.995,0.93905,0.99249,1,0.995,0.995,1.35169,0.07303,0.03632,0.59354,1.8091,0.0010232,0.0010232,0.0010232
150,2733.19,1.02935,0.15855,0.20586,0.54011,1.65218,0.99227,1,0.995,0.94277,0.99227,1,0.995,0.995,1.34839,0.06776,0.03816,0.5529,1.82632,0.0010166,0.0010166,0.0010166
151,2751.35,1.10673,0.22056,0.15122,0.61746,1.66769,0.99315,1,0.995,0.9279,0.99315,1,0.995,0.995,1.31306,0.05953,0.03758,0.59593,1.81429,0.00101,0.00101,0.00101
152,2769.82,1.09255,0.35004,0.26209,0.68357,1.7004,0.99127,1,0.995,0.95808,0.99127,1,0.995,0.995,1.17635,0.06183,0.03661,0.61294,1.78566,0.0010034,0.0010034,0.0010034
153,2789.56,0.93669,0.19253,0.14945,0.52552,1.66185,0.99257,1,0.995,0.93771,0.99257,1,0.995,0.995,1.31548,0.06538,0.03944,0.56898,1.82817,0.0009968,0.0009968,0.0009968
154,2806.98,1.02231,0.14973,0.214,0.58307,1.69704,0.9893,1,0.995,0.92984,0.9893,1,0.995,0.995,1.31791,0.07115,0.04038,0.62429,1.78761,0.0009902,0.0009902,0.0009902
155,2825.05,0.95598,0.14049,0.13004,0.54427,1.65221,0.98625,1,0.995,0.9275,0.98625,1,0.995,0.995,1.31363,0.06203,0.03946,0.65607,1.7791,0.0009836,0.0009836,0.0009836
156,2841.75,0.94725,0.1911,0.19272,0.56546,1.66012,0.98825,1,0.995,0.91847,0.98825,1,0.995,0.995,1.31544,0.07154,0.04037,0.67667,1.79743,0.000977,0.000977,0.000977
157,2858,0.90728,0.14378,0.13884,0.52025,1.62276,0.98986,1,0.995,0.91486,0.98986,1,0.995,0.995,1.29643,0.06041,0.03781,0.54543,1.8066,0.0009704,0.0009704,0.0009704
158,2874.38,1.0149,0.30105,0.13947,0.55279,1.6918,0.98868,1,0.995,0.91851,0.98868,1,0.995,0.995,1.23637,0.05981,0.03536,0.59756,1.78268,0.0009638,0.0009638,0.0009638
159,2890.15,0.98697,0.12824,0.1907,0.55417,1.66703,0.98761,1,0.995,0.92539,0.98761,1,0.995,0.995,1.19841,0.05369,0.03491,0.62695,1.77085,0.0009572,0.0009572,0.0009572
160,2907.39,1.09612,0.36601,0.19805,0.58993,1.64838,0.982,1,0.995,0.92371,0.982,1,0.995,0.995,1.3086,0.05248,0.03365,0.56941,1.79421,0.0009506,0.0009506,0.0009506
161,2923.22,1.01834,0.16145,0.21319,0.55609,1.66652,0.98162,1,0.995,0.94536,0.98162,1,0.995,0.995,1.3524,0.05411,0.03118,0.56596,1.80149,0.000944,0.000944,0.000944
162,2939.5,0.95594,0.15325,0.1723,0.52282,1.65987,0.98372,1,0.995,0.92702,0.98372,1,0.995,0.995,1.28338,0.04573,0.02967,0.52788,1.79632,0.0009374,0.0009374,0.0009374
163,2955.7,0.9575,0.47543,0.19791,0.57507,1.66808,0.98202,1,0.995,0.91619,0.98202,1,0.995,0.995,1.3218,0.04596,0.02938,0.53671,1.80454,0.0009308,0.0009308,0.0009308
164,2971.63,0.95061,0.19734,0.19028,0.51568,1.65782,0.98031,1,0.995,0.90616,0.98031,1,0.995,0.995,1.38454,0.06766,0.03127,0.57435,1.79415,0.0009242,0.0009242,0.0009242
165,2988.96,0.91993,0.15085,0.21058,0.52458,1.64369,0.98548,1,0.995,0.91293,0.98548,1,0.995,0.995,1.32568,0.06079,0.03151,0.53128,1.78683,0.0009176,0.0009176,0.0009176
166,3006.41,0.93944,0.12157,0.23563,0.57218,1.70072,0.98763,1,0.995,0.92386,0.98763,1,0.995,0.995,1.32479,0.05814,0.03379,0.50063,1.78533,0.000911,0.000911,0.000911
167,3023.66,0.92319,0.13855,0.12944,0.49717,1.64911,0.98806,1,0.995,0.93295,0.98806,1,0.995,0.995,1.32627,0.0526,0.03542,0.52232,1.77761,0.0009044,0.0009044,0.0009044
168,3040.14,0.92197,0.10529,0.18216,0.51692,1.65287,0.98792,1,0.995,0.93246,0.98792,1,0.995,0.995,1.29895,0.04697,0.03771,0.54845,1.79515,0.0008978,0.0008978,0.0008978
169,3056.69,0.8939,0.0847,0.20927,0.49585,1.63553,0.98781,1,0.995,0.91,0.98781,1,0.995,0.995,1.39386,0.05285,0.03744,0.55469,1.82575,0.0008912,0.0008912,0.0008912
170,3072.43,0.95858,0.21237,0.18285,0.53083,1.67885,0.9895,1,0.995,0.93915,0.9895,1,0.995,0.995,1.36379,0.05941,0.0373,0.52566,1.80095,0.0008846,0.0008846,0.0008846
171,3088.69,0.84729,0.10635,0.17343,0.47198,1.66658,0.99096,1,0.995,0.92365,0.99096,1,0.995,0.995,1.32757,0.06544,0.0372,0.5612,1.79952,0.000878,0.000878,0.000878
172,3105.19,0.97844,0.17651,0.15241,0.50162,1.65916,0.98904,1,0.995,0.9445,0.98904,1,0.995,0.995,1.28672,0.04845,0.03581,0.48546,1.79069,0.0008714,0.0008714,0.0008714
173,3120.58,0.90434,0.22857,0.17697,0.56912,1.6343,0.98815,1,0.995,0.93246,0.98815,1,0.995,0.995,1.22851,0.05047,0.03411,0.47423,1.76449,0.0008648,0.0008648,0.0008648
174,3136.58,1.01249,0.26103,0.24709,0.59223,1.64948,0.98517,1,0.995,0.93238,0.98517,1,0.995,0.995,1.317,0.06154,0.03442,0.5642,1.7959,0.0008582,0.0008582,0.0008582
175,3151.63,0.95948,0.11815,0.1668,0.52073,1.6437,0.98432,1,0.995,0.93257,0.98432,1,0.995,0.995,1.28622,0.05823,0.0352,0.53085,1.79296,0.0008516,0.0008516,0.0008516
176,3168.2,0.92915,0.1525,0.20989,0.51197,1.70088,0.98721,1,0.995,0.92961,0.98721,1,0.995,0.995,1.29155,0.05498,0.0344,0.49345,1.77932,0.000845,0.000845,0.000845
177,3183.94,0.86256,0.17443,0.11488,0.49015,1.62238,0.99123,1,0.995,0.93136,0.99123,1,0.995,0.995,1.3446,0.04774,0.03241,0.53537,1.78702,0.0008384,0.0008384,0.0008384
178,3199.89,0.87437,0.1315,0.15531,0.49239,1.63896,0.99174,1,0.995,0.94031,0.99174,1,0.995,0.995,1.42574,0.04516,0.0324,0.50003,1.78477,0.0008318,0.0008318,0.0008318
179,3218.16,0.89733,0.16393,0.18723,0.50931,1.63022,0.99192,1,0.995,0.92504,0.99192,1,0.995,0.995,1.44878,0.04671,0.03134,0.51429,1.78547,0.0008252,0.0008252,0.0008252
180,3234.28,0.85534,0.27716,0.1736,0.49823,1.61388,0.99322,1,0.995,0.93566,0.99322,1,0.995,0.995,1.32894,0.05185,0.0297,0.48431,1.78728,0.0008186,0.0008186,0.0008186
181,3250.78,0.83892,0.10255,0.16574,0.45956,1.63525,0.99409,1,0.995,0.93571,0.99409,1,0.995,0.995,1.22347,0.04127,0.0288,0.48221,1.78763,0.000812,0.000812,0.000812
182,3266.64,0.8861,0.14044,0.19458,0.51792,1.64826,0.99409,1,0.995,0.94687,0.99409,1,0.995,0.995,1.28109,0.04011,0.02988,0.50035,1.78085,0.0008054,0.0008054,0.0008054
183,3282.92,0.9343,0.24917,0.1107,0.48762,1.63854,0.99408,1,0.995,0.95306,0.99408,1,0.995,0.995,1.31804,0.05749,0.03276,0.52671,1.78221,0.0007988,0.0007988,0.0007988
184,3302.66,0.84327,0.1548,0.13479,0.50407,1.62774,0.99364,1,0.995,0.94104,0.99364,1,0.995,0.995,1.23728,0.05355,0.03037,0.48888,1.78197,0.0007922,0.0007922,0.0007922
185,3319.58,0.91213,0.22426,0.20962,0.50266,1.66327,0.9931,1,0.995,0.93328,0.9931,1,0.995,0.995,1.24287,0.0505,0.02496,0.48864,1.77339,0.0007856,0.0007856,0.0007856
186,3335.63,0.90661,0.19884,0.18055,0.488,1.66414,0.9921,1,0.995,0.93557,0.9921,1,0.995,0.995,1.34472,0.06608,0.02713,0.5108,1.78774,0.000779,0.000779,0.000779
187,3351.81,0.85441,0.13676,0.14455,0.44846,1.61818,0.99108,1,0.995,0.93442,0.99108,1,0.995,0.995,1.3072,0.06034,0.02834,0.57395,1.78032,0.0007724,0.0007724,0.0007724
188,3367.75,0.92306,0.16068,0.20617,0.53781,1.6807,0.98275,1,0.995,0.93389,0.98275,1,0.995,0.995,1.23327,0.05593,0.02845,0.54202,1.77101,0.0007658,0.0007658,0.0007658
189,3384.05,0.90925,0.13806,0.18188,0.52408,1.64012,0.97677,1,0.995,0.93103,0.97677,1,0.995,0.995,1.20421,0.04894,0.02688,0.53273,1.76875,0.0007592,0.0007592,0.0007592
190,3400.36,0.92722,0.16821,0.19116,0.4975,1.67041,0.97838,1,0.995,0.92324,0.97838,1,0.995,0.995,1.33691,0.05078,0.02781,0.53199,1.77079,0.0007526,0.0007526,0.0007526
191,3416.91,0.89076,0.10352,0.16054,0.47496,1.66637,0.98482,1,0.995,0.91308,0.98482,1,0.995,0.995,1.33452,0.05052,0.02933,0.51919,1.77518,0.000746,0.000746,0.000746
192,3433.81,0.91623,0.09716,0.17213,0.48906,1.65853,0.9896,1,0.995,0.92858,0.9896,1,0.995,0.995,1.32762,0.0552,0.03062,0.53482,1.79436,0.0007394,0.0007394,0.0007394
193,3451.02,0.8708,0.13919,0.1585,0.47399,1.64348,0.9914,1,0.995,0.91039,0.9914,1,0.995,0.995,1.32696,0.06358,0.03013,0.53111,1.78595,0.0007328,0.0007328,0.0007328
194,3468.89,0.8489,0.09303,0.19179,0.45635,1.62651,0.9933,1,0.995,0.92724,0.9933,1,0.995,0.995,1.33897,0.04317,0.03222,0.47531,1.78151,0.0007262,0.0007262,0.0007262
195,3486.38,0.76736,0.10496,0.14295,0.44686,1.62234,0.99418,1,0.995,0.92943,0.99418,1,0.995,0.995,1.36269,0.04376,0.03376,0.49646,1.78676,0.0007196,0.0007196,0.0007196
196,3504.49,0.88339,0.26609,0.21374,0.49399,1.66354,0.99474,1,0.995,0.92025,0.99474,1,0.995,0.995,1.41172,0.04364,0.03497,0.49208,1.80438,0.000713,0.000713,0.000713
197,3522.28,0.7554,0.23024,0.17918,0.43446,1.5787,0.99479,1,0.995,0.90728,0.99479,1,0.995,0.995,1.38717,0.04078,0.03362,0.50452,1.78661,0.0007064,0.0007064,0.0007064
198,3539.72,0.83953,0.3654,0.18922,0.51993,1.64033,0.99458,1,0.995,0.89413,0.99458,1,0.995,0.995,1.33707,0.0604,0.03515,0.48363,1.79196,0.0006998,0.0006998,0.0006998
199,3556.66,0.93864,0.13494,0.14696,0.49279,1.68747,0.99411,1,0.995,0.91086,0.99411,1,0.995,0.995,1.31204,0.05314,0.03508,0.42895,1.78474,0.0006932,0.0006932,0.0006932
200,3573.85,0.87028,0.13609,0.1837,0.48647,1.60567,0.99422,1,0.995,0.94419,0.99422,1,0.995,0.995,1.2577,0.06206,0.03381,0.407,1.76836,0.0006866,0.0006866,0.0006866
201,3591.35,0.93391,0.21699,0.1949,0.52989,1.66763,0.99357,1,0.995,0.93634,0.99357,1,0.995,0.995,1.28318,0.05997,0.033,0.48593,1.77704,0.00068,0.00068,0.00068
202,3609.32,0.83181,0.09088,0.19656,0.47246,1.62136,0.9921,1,0.995,0.92549,0.9921,1,0.995,0.995,1.25754,0.05265,0.03154,0.46207,1.76988,0.0006734,0.0006734,0.0006734
